ticker,year,folder_name,exchange,lagged_year,company_name
IVAC,2013,,,,
IVAC,2014,,,,
IVAC,2016,,,,
IVC,2004,,,,
IVC,2006,,,,
IVC,2007,,,,
IVC,2008,,,,
IVC,2011,,,,
IVC,2012,,,,
IVC,2013,,,,
IVC,2014,,,,
IVC,2015,,,,
IVC,2016,,,,
JAKK,2008,,,,
JNJ,2004,,,,
JNJ,2005,,,,
JNJ,2006,,,,
JNJ,2007,,,,
JNPR,2005,,,,
JNPR,2007,,,,
JNPR,2008,,,,
JNPR,2009,,,,
JNPR,2010,,,,
JNPR,2011,,,,
JNPR,2012,,,,
JNPR,2013,,,,
JNPR,2014,,,,
JNPR,2015,,,,
JNPR,2016,,,,
JNPR,2018,,,,
KEYS,2009,,,,
KFX,2011,,,,
KLAC,2008,,,,
KLAC,2009,,,,
KLAC,2010,,,,
KLAC,2011,,,,
KLAC,2012,,,,
KLAC,2014,,,,
KLAC,2015,,,,
KLIC,2011,,,,
KN,2013,,,,
KN,2014,,,,
KN,2015,,,,
KN,2016,,,,
KO,2006,,,,
KO,2007,,,,
KO,2009,,,,
KO,2014,,,,
KO,2015,,,,
KODK,2010,,,,
KODK,2012,,,,
KODK,2013,,,,
KPTI,2016,,,,
KRA,2009,,,,
KTEC,2010,,,,
KTEC,2012,,,,
LASR,2014,,,,
LASR,2017,,,,
LAVA,2008,,,,
LEA,2005,,,,
LEA,2007,,,,
LEA,2008,,,,
LEA,2009,,,,
LEA,2010,,,,
LEA,2011,,,,
LEA,2012,,,,
LFUS,2008,,,,
LFUS,2015,,,,
LFUS,2017,,,,
LFUS,2018,,,,
LIFE,2014,,,,
LIFE,2014,,,,
LII,2009,,,,
LLTC,2005,,,,
LLTC,2006,,,,
LLTC,2007,,,,
LLTC,2008,,,,
LLTC,2009,,,,
LLTC,2010,,,,
LLTC,2011,,,,
LLTC,2012,,,,
LLTC,2013,,,,
LLTC,2014,,,,
LLTC,2015,,,,
LLY,2006,,,,
LLY,2009,,,,
LMT,2005,,,,
LMT,2006,,,,
LMT,2007,,,,
LMT,2008,,,,
LMT,2009,,,,
LMT,2010,,,,
LNN,2007,,,,
LNN,2009,,,,
LNN,2011,,,,
LNN,2012,,,,
LNN,2013,,,,
LNN,2016,,,,
LNN,2018,,,,
LOJN,2009,,,,
LOJN,2010,,,,
LOJN,2013,,,,
LRCX,2003,,,,
LRCX,2004,,,,
LRCX,2006,,,,
LRCX,2009,,,,
LRCX,2010,,,,
LRCX,2013,,,,
LRCX,2015,,,,
LRCX,2016,,,,
LSCC,2012,,,,
LSCC,2014,,,,
LSCC,2016,,,,
LSI,2008,,,,
LUMN,2008,,,,
LUMN,2009,,,,
LUMN,2012,,,,
LUMN,2013,,,,
LUMN,2014,,,,
LUMN,2015,,,,
LUMN,2016,,,,
LUMN,2017,,,,
LVLT,2007,,,,
LVLT,2008,,,,
LVLT,2010,,,,
LVLT,2011,,,,
LVLT,2014,,,,
LYTS,2008,,,,
LYTS,2009,,,,
LYTS,2010,,,,
LYTS,2011,,,,
LYTS,2012,,,,
LYTS,2013,,,,
MA,2016,,,,
MAS,2010,,,,
MAT,2009,,,,
MBII,2011,,,,
MBII,2014,,,,
MBII,2015,,,,
MBUU,2013,,,,
MBUU,2016,,,,
MCHP,2007,,,,
MCHP,2008,,,,
MCHP,2009,,,,
MCHP,2010,,,,
MCHP,2011,,,,
MCHP,2012,,,,
MCHP,2013,,,,
MCHP,2014,,,,
MCHP,2015,,,,
MCHP,2016,,,,
MCHP,2017,,,,
MCRB,2014,,,,
MCRL,2008,,,,
MCRL,2011,,,,
MCRL,2013,,,,
MCRL,2014,,,,
MDT,2004,,,,
MDT,2005,,,,
MDT,2006,,,,
MDT,2007,,,,
MDT,2008,,,,
MDT,2009,,,,
MDT,2010,,,,
MDT,2011,,,,
MDT,2012,,,,
MDT,2013,,,,
MDT,2014,,,,
MDT,2015,,,,
MDT,2016,,,,
MDT,2017,,,,
MDT,2018,,,,
MEI,2010,,,,
MEIP,2009,,,,
MEIP,2014,,,,
MEIP,2017,,,,
MENT,2005,,,,
MENT,2008,,,,
MENT,2009,,,,
MENT,2010,,,,
MENT,2011,,,,
MENT,2012,,,,
MENT,2013,,,,
MENT,2014,,,,
MENT,2015,,,,
MERU,2007,,,,
META,2008,,,,
META,2009,,,,
META,2010,,,,
META,2011,,,,
META,2012,,,,
META,2013,,,,
META,2014,,,,
META,2015,,,,
META,2016,,,,
META,2017,,,,
META,2018,,,,
MHK,2012,,,,
MHK,2013,,,,
MHK,2014,,,,
MIDD,2010,,,,
MIDD,2014,,,,
MIDD,2016,,,,
MITL,2008,,,,
MJN,2009,,,,
MJN,2010,,,,
MKSI,2009,,,,
MKSI,2011,,,,
MKSI,2012,,,,
MKSI,2014,,,,
MKSI,2015,,,,
MKSI,2016,,,,
MLHR,2009,,,,
MMM,2002,,,,
MMM,2004,,,,
MMM,2005,,,,
MMM,2006,,,,
MMM,2007,,,,
MMM,2008,,,,
MMM,2009,,,,
MMM,2010,,,,
MNGA,2014,,,,
MNGA,2016,,,,
MNKD,2010,,,,
MNKD,2011,,,,
MNKD,2014,,,,
MNKD,2016,,,,
MNKD,2017,,,,
MNOV,2017,,,,
MNTA,2008,,,,
MNTA,2009,,,,
MOD,2004,,,,
MOD,2005,,,,
MOD,2006,,,,
MOD,2007,,,,
MOD,2008,,,,
MOD,2009,,,,
MOD,2010,,,,
MOD,2011,,,,
MOD,2012,,,,
MOD,2013,,,,
MOD,2014,,,,
MOD,2015,,,,
MOD,2016,,,,
MOD,2017,,,,
MON,2004,,,,
MON,2005,,,,
MON,2006,,,,
MON,2007,,,,
MON,2008,,,,
MON,2009,,,,
MON,2010,,,,
MON,2011,,,,
MON,2012,,,,
MON,2013,,,,
MON,2014,,,,
MON,2015,,,,
MORN,2009,,,,
MORN,2010,,,,
MPWR,2005,,,,
MPWR,2007,,,,
MPWR,2008,,,,
MPWR,2009,,,,
MPWR,2010,,,,
MPWR,2011,,,,
MPWR,2012,,,,
MPWR,2013,,,,
MPWR,2014,,,,
MPWR,2016,,,,
MRAM,2014,,,,
MRAM,2016,,,,
MRK,2007,,,,
MRK,2008,,,,
MRK,2009,,,,
MRK,2012,,,,
MRK,2013,,,,
MRK,2014,,,,
MRK,2015,,,,
MRK,2016,,,,
MRK,2017,,,,
MRVL,2004,,,,
MRVL,2005,,,,
MRVL,2006,,,,
MRVL,2007,,,,
MRVL,2008,,,,
MRVL,2009,,,,
MRVL,2010,,,,
MRVL,2011,,,,
MRVL,2012,,,,
MRVL,2013,,,,
MRVL,2014,,,,
MRVL,2015,,,,
MRVL,2016,,,,
MRVL,2017,,,,
MSCC,2009,,,,
MSCC,2010,,,,
MSCC,2012,,,,
MSCC,2014,,,,
MSFT,2002,,,,
MSFT,2008,,,,
MSFT,2010,,,,
MSI,2004,,,,
MSI,2005,,,,
MSI,2006,,,,
MSI,2007,,,,
MSI,2008,,,,
MSI,2009,,,,
MSI,2010,,,,
MSI,2011,,,,
MSI,2012,,,,
MSI,2013,,,,
MTOR,2011,,,,
MTOR,2012,,,,
MU,2001,,,,
MU,2005,,,,
MU,2007,,,,
MU,2008,,,,
MU,2009,,,,
MU,2010,,,,
MU,2011,,,,
MU,2012,,,,
MU,2013,,,,
MU,2014,,,,
MU,2015,,,,
MXIM,2008,,,,
MXIM,2009,,,,
MXIM,2010,,,,
MXIM,2011,,,,
MXIM,2012,,,,
MXIM,2013,,,,
MXIM,2014,,,,
MXIM,2015,,,,
MXIM,2016,,,,
MXIM,2017,,,,
MXL,2010,,,,
MXL,2011,,,,
MXL,2012,,,,
MXL,2013,,,,
MXL,2014,,,,
MXL,2015,,,,
MXL,2016,,,,
MXL,2018,,,,
MXWL,2006,,,,
MXWL,2007,,,,
MXWL,2008,,,,
MXWL,2009,,,,
MXWL,2010,,,,
MXWL,2011,,,,
MXWL,2012,,,,
MXWL,2013,,,,
MXWL,2014,,,,
MXWL,2015,,,,
MXWL,2017,,,,
NATI,2005,,,,
NATI,2008,,,,
NATI,2009,,,,
NATI,2011,,,,
NATI,2012,,,,
NATI,2014,,,,
NATI,2015,,,,
NATI,2017,,,,
NDSN,2002,,,,
NDSN,2007,,,,
NDSN,2010,,,,
NDSN,2011,,,,
NDSN,2012,,,,
NDSN,2013,,,,
NDSN,2015,,,,
NEM,2005,,,,
NEM,2009,,,,
NEOS,2013,,,,
NETL,2010,,,,
NKE,2008,,,,
NKE,2010,,,,
NKE,2012,,,,
NKE,2014,,,,
NKE,2016,,,,
NLSN,2012,,,,
NLSN,2013,,,,
NLSN,2014,,,,
NLSN,2017,,,,
NLST,2009,,,,
NLST,2010,,,,
NLST,2011,,,,
NMBL,2011,,,,
NMRX,2007,,,,
NMRX,2011,,,,
NMRX,2013,,,,
NOC,2005,,,,
NOV,2010,,,,
NOV,2013,,,,
NOV,2015,,,,
NPTN,2004,,,,
NSM,2005,,,,
NSM,2006,,,,
NSM,2007,,,,
NSM,2008,,,,
NSPH,2007,,,,
NTAP,2007,,,,
NTAP,2008,,,,
NTAP,2009,,,,
NTAP,2010,,,,
NTAP,2011,,,,
NTAP,2014,,,,
NTAP,2015,,,,
NTCT,2010,,,,
NTCT,2013,,,,
NTCT,2017,,,,
NTGR,2005,,,,
NTGR,2013,,,,
NTGR,2014,,,,
NTGR,2015,,,,
NUAN,2012,,,,
NUAN,2014,,,,
NUE,2009,,,,
NUE,2010,,,,
NUE,2011,,,,
NUE,2012,,,,
NUE,2013,,,,
NUE,2015,,,,
NUE,2016,,,,
NVDA,2002,,,,
NVDA,2003,,,,
NVDA,2004,,,,
NVDA,2005,,,,
NVDA,2006,,,,
NVDA,2007,,,,
NVDA,2008,,,,
NVDA,2009,,,,
NVDA,2010,,,,
NVDA,2011,,,,
NVDA,2012,,,,
NVDA,2013,,,,
NVDA,2014,,,,
NVDA,2015,,,,
NVLS,2006,,,,
NVLS,2007,,,,
NWPX,2009,,,,
NXPI,2009,,,,
NXPI,2011,,,,
NXPI,2012,,,,
NXPI,2013,,,,
NXPI,2014,,,,
NXPI,2015,,,,
NXPI,2016,,,,
O,2014,,,,
O,2015,,,,
OESX,2008,,,,
OESX,2009,,,,
OESX,2011,,,,
OESX,2012,,,,
OESX,2013,,,,
OESX,2014,,,,
OESX,2015,,,,
OESX,2018,,,,
OMED,2013,,,,
OMED,2016,,,,
ON,2011,,,,
ON,2015,,,,
OPNT,2009,,,,
OPTT,2007,,,,
OPTT,2008,,,,
OPTT,2009,,,,
OPTT,2010,,,,
OPTT,2011,,,,
OPTT,2012,,,,
ORA,2004,,,,
ORA,2007,,,,
ORA,2008,,,,
ORA,2009,,,,
ORA,2010,,,,
ORA,2012,,,,
ORA,2014,,,,
ORCL,2002,,,,
ORCL,2005,,,,
ORCL,2009,,,,
ORCL,2011,,,,
ORCL,2013,,,,
ORCL,2015,,,,
ORCL,2017,,,,
OSK,2005,,,,
OSK,2007,,,,
OSK,2008,,,,
OSK,2009,,,,
OSK,2012,,,,
OTIC,2014,,,,
OVTI,2008,,,,
OVTI,2010,,,,
OVTI,2013,,,,
OVTI,2014,,,,
PACB,2006,,,,
PACB,2013,,,,
PACB,2014,,,,
PACB,2016,,,,
PCAR,2007,,,,
PCAR,2008,,,,
PCAR,2009,,,,
PCAR,2010,,,,
PCAR,2011,,,,
PCAR,2013,,,,
PCAR,2014,,,,
PCAR,2015,,,,
PCAR,2016,,,,
PCAR,2018,,,,
PDFS,2014,,,,
PEP,2009,,,,
PFE,2006,,,,
PFE,2010,,,,
PFE,2011,,,,
PFE,2012,,,,
PFE,2014,,,,
PFE,2015,,,,
PFE,2016,,,,
PFE,2017,,,,
PFE,2018,,,,
PFIE,2015,,,,
PH,2007,,,,
PH,2008,,,,
PH,2009,,,,
PH,2010,,,,
PH,2011,,,,
PH,2013,,,,
PH,2014,,,,
PH,2015,,,,
PII,2008,,,,
PII,2009,,,,
PII,2010,,,,
PII,2011,,,,
PII,2012,,,,
PII,2013,,,,
PII,2014,,,,
PLPC,2010,,,,
PLPC,2014,,,,
PLPC,2015,,,,
PLUG,2007,,,,
PLUG,2012,,,,
POR,2012,,,,
POWI,2005,,,,
POWI,2008,,,,
POWI,2009,,,,
POWI,2010,,,,
POWI,2011,,,,
POWI,2012,,,,
POWI,2013,,,,
POWI,2014,,,,
POWI,2015,,,,
POWI,2016,,,,
POWI,2017,,,,
POWI,2018,,,,
PRLB,2009,,,,
PRLB,2011,,,,
PSTG,2017,,,,
PSX,2008,,,,
PSX,2009,,,,
PSX,2010,,,,
PSX,2011,,,,
PSX,2012,,,,
PSX,2013,,,,
PSX,2014,,,,
PSX,2015,,,,
PTCT,2012,,,,
PWER,2006,,,,
PWER,2007,,,,
PWER,2008,,,,
PWER,2009,,,,
PWER,2010,,,,
PX,2006,,,,
PX,2007,,,,
PX,2008,,,,
PX,2009,,,,
PX,2010,,,,
PX,2011,,,,
PX,2012,,,,
PX,2013,,,,
PX,2014,,,,
PX,2015,,,,
PX,2016,,,,
PX,2017,,,,
PXLW,2012,,,,
QCOM,2001,,,,
QCOM,2002,,,,
QCOM,2003,,,,
QCOM,2004,,,,
QCOM,2005,,,,
QCOM,2006,,,,
QCOM,2007,,,,
QCOM,2008,,,,
QCOM,2009,,,,
QCOM,2010,,,,
QCOM,2011,,,,
QCOM,2012,,,,
QCOM,2013,,,,
QCOM,2014,,,,
QCOM,2015,,,,
QCOM,2016,,,,
QCOM,2017,,,,
QCOM,2018,,,,
QCOM,2019,,,,
QLGC,2008,,,,
QLGC,2009,,,,
QLGC,2011,,,,
QLGC,2013,,,,
QRVO,2010,,,,
QRVO,2013,,,,
RAIL,2008,,,,
RAX,2011,,,,
RAX,2012,,,,
RBBN,2009,,,,
RBBN,2010,,,,
REGI,2014,,,,
REGN,2010,,,,
REGN,2013,,,,
REGN,2014,,,,
REGN,2015,,,,
REGN,2016,,,,
RHT,2007,,,,
RHT,2008,,,,
RHT,2009,,,,
RHT,2010,,,,
RHT,2011,,,,
RHT,2012,,,,
RHT,2013,,,,
RHT,2015,,,,
RIGL,2011,,,,
RIGL,2013,,,,
RIGL,2014,,,,
RMBS,2004,,,,
RMBS,2006,,,,
RMBS,2007,,,,
RMBS,2008,,,,
RMBS,2009,,,,
RMBS,2010,,,,
RMBS,2011,,,,
RMBS,2012,,,,
RMBS,2013,,,,
RMBS,2014,,,,
RMBS,2015,,,,
RMBS,2016,,,,
RMBS,2017,,,,
RMBS,2018,,,,
RPXC,2012,,,,
RPXC,2013,,,,
RPXC,2014,,,,
RRX,2011,,,,
RRX,2012,,,,
RRX,2013,,,,
RRX,2014,,,,
RRX,2015,,,,
RUBY,2017,,,,
RUBY,2018,,,,
RUN,2011,,,,
RUN,2012,,,,
RUN,2014,,,,
RUN,2015,,,,
RVBD,2012,,,,
RVNC,2015,,,,
SANM,2011,,,,
SANM,2012,,,,
SANM,2014,,,,
SANM,2017,,,,
SATS,2008,,,,
SATS,2011,,,,
SATS,2013,,,,
SATS,2014,,,,
SCL,2012,,,,
SCL,2014,,,,
SCTY,2011,,,,
SCTY,2012,,,,
SCTY,2013,,,,
SCTY,2014,,,,
SCTY,2015,,,,
SCTY,2016,,,,
SEDG,2007,,,,
SEDG,2008,,,,
SEDG,2011,,,,
SEDG,2012,,,,
SEDG,2013,,,,
SEDG,2014,,,,
SEDG,2015,,,,
SEDG,2016,,,,
SEDG,2017,,,,
SGEN,2006,,,,
SGEN,2008,,,,
SGEN,2011,,,,
SGEN,2012,,,,
SGEN,2014,,,,
SGEN,2015,,,,
SGEN,2016,,,,
SGEN,2017,,,,
SGMO,2009,,,,
SGMO,2013,,,,
SHOR,2007,,,,
SIAL,2007,,,,
SIAL,2008,,,,
SIAL,2010,,,,
SIAL,2011,,,,
SIAL,2012,,,,
SIGM,2007,,,,
SIGM,2016,,,,
SIMG,2007,,,,
SIMG,2008,,,,
SIMG,2009,,,,
SIMG,2010,,,,
SIMG,2013,,,,
SLAB,2004,,,,
SLAB,2005,,,,
SLAB,2006,,,,
SLAB,2007,,,,
SLAB,2008,,,,
SLAB,2010,,,,
SLAB,2011,,,,
SLAB,2012,,,,
SLAB,2013,,,,
SLAB,2014,,,,
SLAB,2015,,,,
SLAB,2016,,,,
SLAB,2017,,,,
SLAB,2018,,,,
SLB,2005,,,,
SLB,2006,,,,
SLB,2008,,,,
SLXP,2012,,,,
SLXP,2013,,,,
SMED,2009,,,,
SMMT,2016,,,,
SMSC,2007,,,,
SMSC,2009,,,,
SMSC,2010,,,,
SMSI,2009,,,,
SMTC,2011,,,,
SMTC,2015,,,,
SNAP,2015,,,,
SNDK,2005,,,,
SNDK,2007,,,,
SNDK,2008,,,,
SNDK,2009,,,,
SNDK,2010,,,,
SNDK,2011,,,,
SNDK,2012,,,,
SNDK,2013,,,,
SNDK,2014,,,,
SNPS,2005,,,,
SNPS,2006,,,,
SNPS,2008,,,,
SNPS,2009,,,,
SNPS,2010,,,,
SNPS,2011,,,,
SNPS,2012,,,,
SNPS,2013,,,,
SNPS,2014,,,,
SNPS,2015,,,,
SNPS,2016,,,,
SNPS,2017,,,,
SO,2010,,,,
SO,2012,,,,
SONO,2016,,,,
SPA,2012,,,,
SPB,2005,,,,
SPB,2010,,,,
SPB,2016,,,,
SPLK,2015,,,,
SPR,2007,,,,
SPR,2008,,,,
SPR,2009,,,,
SPR,2010,,,,
SPR,2011,,,,
SPR,2012,,,,
SPR,2014,,,,
SPR,2016,,,,
SPWR,2005,,,,
SPWR,2006,,,,
SPWR,2007,,,,
SPWR,2008,,,,
SPWR,2009,,,,
SPWR,2010,,,,
SPWR,2011,,,,
SPWR,2012,,,,
SPWR,2013,,,,
SPWR,2015,,,,
SPWR,2016,,,,
SPXC,2010,,,,
SQ,2015,,,,
SQ,2016,,,,
SRI,2013,,,,
SRPT,2011,,,,
SSNI,2007,,,,
SSNI,2008,,,,
SSNI,2009,,,,
SSNI,2010,,,,
SSNI,2011,,,,
SSNI,2012,,,,
SSNI,2013,,,,
SSNI,2014,,,,
SSNI,2015,,,,
SSNI,2016,,,,
SSYS,2005,,,,
SSYS,2008,,,,
SSYS,2010,,,,
SSYS,2011,,,,
SSYS,2012,,,,
SSYS,2014,,,,
SSYS,2016,,,,
SSYS,2017,,,,
STEC,2012,,,,
STX,2004,,,,
STX,2010,,,,
SUPX,2010,,,,
SUPX,2011,,,,
SWK,2008,,,,
SWKS,2008,,,,
SWKS,2009,,,,
SWKS,2011,,,,
SWKS,2012,,,,
SWKS,2013,,,,
SWKS,2014,,,,
SWKS,2015,,,,
SWKS,2016,,,,
SWKS,2017,,,,
SYK,2007,,,,
SYK,2009,,,,
SYK,2012,,,,
SYK,2017,,,,
SYMC,2003,,,,
SYMC,2004,,,,
SYMC,2007,,,,
SYMC,2008,,,,
SYMC,2009,,,,
SYMC,2010,,,,
SYMC,2011,,,,
SYMC,2012,,,,
SYMC,2013,,,,
SYNA,2013,,,,
SYNA,2015,,,,
SYNA,2017,,,,
TDC,2011,,,,
TEL,2007,,,,
TEL,2008,,,,
TEL,2009,,,,
TEL,2010,,,,
TEL,2011,,,,
TEL,2012,,,,
TEL,2013,,,,
TEL,2014,,,,
TEL,2015,,,,
TEL,2016,,,,
TER,2010,,,,
TER,2011,,,,
TEX,2008,,,,
TGEN,2013,,,,
TGEN,2016,,,,
THRM,2010,,,,
THRM,2012,,,,
THRM,2013,,,,
THRM,2014,,,,
THRM,2015,,,,
THRM,2016,,,,
THRM,2017,,,,
TKR,2006,,,,
TKR,2009,,,,
TKR,2010,,,,
TMO,2006,,,,
TMO,2009,,,,
TMUS,2018,,,,
TNB,2006,,,,
TNB,2007,,,,
TNC,2007,,,,
TNC,2011,,,,
TRMB,2007,,,,
TRMB,2008,,,,
TRMB,2011,,,,
TRMB,2013,,,,
TRN,2010,,,,
TROV,2011,,,,
TSLA,2007,,,,
TSLA,2008,,,,
TSLA,2009,,,,
TSLA,2010,,,,
TSLA,2011,,,,
TSLA,2012,,,,
TSLA,2013,,,,
TSLA,2014,,,,
TSLA,2015,,,,
TSLA,2016,,,,
TSRX,2006,,,,
TSYS,2013,,,,
TT,2004,,,,
TTC,2010,,,,
TTC,2012,,,,
TTEK,2015,,,,
TWC,2010,,,,
TWC,2012,,,,
TWLO,2013,,,,
TWLO,2016,,,,
TWLO,2018,,,,
TXN,2002,,,,
TXN,2004,,,,
TXN,2005,,,,
TXN,2006,,,,
TXN,2007,,,,
TXN,2008,,,,
TXN,2009,,,,
TXN,2010,,,,
TXT,2005,,,,
TXT,2006,,,,
TXT,2007,,,,
TXT,2008,,,,
TXT,2009,,,,
TXT,2010,,,,
TXT,2011,,,,
TXT,2012,,,,
TXT,2013,,,,
TXT,2014,,,,
TXT,2015,,,,
TXT,2016,,,,
TXT,2017,,,,
UBNT,2013,,,,
UBNT,2014,,,,
UBNT,2015,,,,
UEIC,2010,,,,
UIS,2010,,,,
USCR,2010,,,,
USCR,2013,,,,
USCR,2015,,,,
UTEK,2010,,,,
UTEK,2011,,,,
UTHR,2008,,,,
UTHR,2010,,,,
UTHR,2011,,,,
UTHR,2012,,,,
UTHR,2013,,,,
UTHR,2014,,,,
UTX,2003,,,,
UTX,2004,,,,
UTX,2005,,,,
UTX,2006,,,,
UTX,2007,,,,
UTX,2008,,,,
UTX,2009,,,,
UTX,2010,,,,
UTX,2011,,,,
UTX,2012,,,,
UTX,2013,,,,
UTX,2014,,,,
UTX,2015,,,,
UTX,2016,,,,
UTX,2017,,,,
VAL,2008,,,,
VAL,2013,,,,
VC,2008,,,,
VC,2014,,,,
VC,2015,,,,
VIAV,2012,,,,
VIAV,2015,,,,
VLTR,2008,,,,
VLTR,2009,,,,
VLTR,2010,,,,
VLTR,2012,,,,
VMI,2012,,,,
VMW,2008,,,,
VMW,2009,,,,
VMW,2010,,,,
VMW,2011,,,,
VMW,2012,,,,
VMW,2013,,,,
VMW,2014,,,,
VMW,2016,,,,
VMW,2019,,,,
VNDA,2014,,,,
VRTX,2003,,,,
VRTX,2008,,,,
VRTX,2009,,,,
VRTX,2010,,,,
VRTX,2012,,,,
VRTX,2013,,,,
VRTX,2014,,,,
VRTX,2016,,,,
VRTX,2017,,,,
VSAT,2008,,,,
VSAT,2009,,,,
VSAT,2011,,,,
VSAT,2013,,,,
VSAT,2015,,,,
VSEA,2008,,,,
VSEA,2009,,,,
VSEA,2010,,,,
VSH,2008,,,,
VSH,2010,,,,
VSLR,2016,,,,
VTVT,2017,,,,
VTVT,2018,,,,
WAB,2009,,,,
WAB,2012,,,,
WAT,2013,,,,
WATT,2014,,,,
WATT,2017,,,,
WATT,2018,,,,
WBC,2012,,,,
WBC,2015,,,,
WDC,2008,,,,
WDC,2009,,,,
WDC,2010,,,,
WDC,2011,,,,
WDC,2012,,,,
WDC,2013,,,,
WDC,2014,,,,
WDC,2015,,,,
WDC,2016,,,,
WDC,2017,,,,
WFT,2010,,,,
WHR,2006,,,,
WHR,2007,,,,
WHR,2008,,,,
WHR,2009,,,,
WHR,2010,,,,
WHR,2011,,,,
WNC,2017,,,,
WOR,2017,,,,
WWD,2008,,,,
WWD,2009,,,,
WWD,2010,,,,
WWD,2011,,,,
WWD,2012,,,,
WWD,2013,,,,
WWD,2014,,,,
WWD,2015,,,,
WWD,2016,,,,
WWD,2018,,,,
WY,2009,,,,
WY,2010,,,,
XBIO,2015,,,,
XLNX,2008,,,,
XLNX,2009,,,,
XLNX,2010,,,,
XLNX,2011,,,,
XLNX,2012,,,,
XLNX,2014,,,,
XLNX,2015,,,,
XLS,2008,,,,
XLS,2009,,,,
XLS,2010,,,,
XOM,2006,,,,
XOM,2007,,,,
XOMA,2010,,,,
XOMA,2011,,,,
XOMA,2012,,,,
XON,2007,,,,
XON,2012,,,,
XON,2013,,,,
XON,2014,,,,
XON,2016,,,,
XONE,2015,,,,
XPER,2005,,,,
XRX,2005,,,,
XRX,2007,,,,
XRX,2008,,,,
XRX,2009,,,,
XRX,2010,,,,
XRX,2011,,,,
XRX,2012,,,,
XRX,2013,,,,
XRX,2014,,,,
XRX,2015,,,,
XXIA,2010,,,,
XXIA,2012,,,,
XXIA,2014,,,,
ZTS,2009,,,,
ZTS,2013,,,,
ZTS,2014,,,,
ZTS,2017,,,,
