folder_name,perspective_taking,length,readability_fog,readability_flesch_reading_ease,readability_smog,readability_automated_readability,sentiment_polarity,sentiment_subjectivity,comparative,superlative,present,past,future,ESGBERT/EnvironmentalBERT-forest_class_0,ESGBERT/EnvironmentalBERT-forest_class_1,ESGBERT/EnvironmentalBERT-action_class_0,ESGBERT/EnvironmentalBERT-action_class_1,ESGBERT/EnvironmentalBERT-environmental_class_0,ESGBERT/EnvironmentalBERT-environmental_class_1,ESGBERT/GovernanceBERT-governance_class_0,ESGBERT/GovernanceBERT-governance_class_1,ESGBERT/SocialBERT-social_class_0,ESGBERT/SocialBERT-social_class_1,ESGBERT/EnvironmentalBERT-water_class_0,ESGBERT/EnvironmentalBERT-water_class_1,ESGBERT/EnvironmentalBERT-biodiversity_class_0,ESGBERT/EnvironmentalBERT-biodiversity_class_1,exchange,ticker,year1,year2
NYSE_AFL_2015,0.0409556174212909,11.104310400955953,10.88,42.92,14.9,13.5,0.1488120149245468,0.3787974614189456,41,24,651,490,10,0.9858742952346802,0.0141256656497716,0.492095947265625,0.5079039931297302,0.7398260831832886,0.2601739466190338,0.9429025053977966,0.05709745362401,0.5651444792747498,0.434855580329895,0.9868650436401368,0.0131350355222821,0.9997383952140808,0.0002615564735606,NYSE,AFL,2015,nan
NYSE_FDX_2019,0.0037383174076338,12.326913224356076,11.54,21.74,17.3,17.7,0.1403657428253262,0.425533079654623,170,61,2462,1075,56,0.9783130884170532,0.021686915308237,0.2640685439109802,0.7359315156936646,0.5227404236793518,0.4772596359252929,0.9292450547218324,0.0707549378275871,0.6541514992713928,0.3458484411239624,0.9999043345451356,9.569934627506882e-05,0.9998345375061036,0.0001654437946854,NYSE,FDX,2019,nan
NYSE_BA_2019,0.0086956446124829,10.92280407672139,12.79,22.65,16.6,16.5,0.1047167318052896,0.3507509261897978,33,19,521,288,24,0.9462383985519408,0.0537616051733493,0.4230530560016632,0.576947033405304,0.1826130598783493,0.8173869848251343,0.9767064452171326,0.0232935845851898,0.9570884704589844,0.0429115369915962,0.8709813356399536,0.1290186792612075,0.950291395187378,0.0497086606919765,NYSE,BA,2019,nan
NYSE_SLG_2015,0.033707827294576,10.243346903546298,12.87,24.17,16.9,16.4,0.0288288494037158,0.3742245885427703,10,12,209,147,9,0.999811053276062,0.0001889953855425,0.6533146500587463,0.3466853499412536,0.2705405652523041,0.7294594049453735,0.870071530342102,0.1299284845590591,0.8431767225265503,0.1568232327699661,0.8457595705986023,0.1542404294013977,0.9872031807899476,0.0127968974411487,NYSE,SLG,2015,nan
NYSE_KOP_2017,0.1525422436082681,10.194140208432742,14.17,21.13,17.5,17.9,0.1415024595287753,0.3726325039482934,24,5,286,129,5,0.8944448232650757,0.1055551767349243,0.4945984780788421,0.5054014921188354,0.3711491823196411,0.6288506984710693,0.9526385068893432,0.0473614186048507,0.5431147813796997,0.4568852186203003,0.9047272801399232,0.0952726975083351,0.9997979402542114,0.0002021251129917,NYSE,KOP,2017,nan
NYSE_RTX_2018,0.0074906338986389,10.708936105183218,12.08,25.19,16.6,16.0,0.1250001735071874,0.3789605117661235,25,11,515,175,11,0.9998577237129213,0.000142243632581,0.3219834864139557,0.6780165433883667,0.6365345120429993,0.3634655177593231,0.9263160228729248,0.0736839175224304,0.5036061406135559,0.4963938593864441,0.933850109577179,0.0661497861146926,0.999699592590332,0.0003004530153702,NYSE,RTX,2018,nan
NYSE_NWN_2021,0.0065897852891445,12.414886008402895,12.96,17.68,18.9,18.3,0.1412073734536152,0.4150539513343182,127,74,2262,1541,22,0.9918060898780824,0.008193808607757,0.4283556938171386,0.5716443061828613,0.5142652988433838,0.4857346713542938,0.8884791731834412,0.1115208119153976,0.6996919512748718,0.3003080785274505,0.9202850461006165,0.0797150135040283,0.9971032738685608,0.0028967272955924,NYSE,NWN,2021,nan
NYSE_NHS_2021,0.0310262492808771,12.019031971196242,12.57,19.81,18.0,17.6,0.1192776475219595,0.4093751662562431,93,47,1747,881,46,0.991988480091095,0.0080115534365177,0.5985031723976135,0.4014968276023865,0.2673647701740265,0.7326352596282959,0.7110251784324646,0.2889748513698578,0.4839791059494018,0.5160208940505981,0.9814794659614564,0.0185205750167369,0.9997366666793824,0.0002633372787386,NYSE,NHS,2021,nan
NYSE_HCC_2021,0.0298507017153705,9.726034127139034,15.74,19.1,18.8,18.7,0.0782741992792244,0.4174881623122827,6,2,171,114,9,0.9998691082000732,0.0001308981882175,0.6098508834838867,0.3901490867137909,0.3593703210353851,0.6406297087669373,0.8324100971221924,0.167589858174324,0.7202274799346924,0.2797724902629852,0.6485366821289062,0.3514632880687713,0.8935428857803345,0.1064571514725685,NYSE,HCC,2021,nan
NYSE_AXL_2019,0.0495867631992387,10.94593505120364,11.75,24.68,16.5,15.5,0.1011452049692468,0.3626568732274308,39,13,575,313,19,0.9997839331626892,0.0002159662253689,0.5101063847541809,0.4898936748504638,0.4985359311103821,0.5014640688896179,0.8736407160758972,0.1263592988252639,0.6277438402175903,0.3722561001777649,0.8750081658363342,0.1249918267130851,0.9998406767845154,0.0001593342749401,NYSE,AXL,2019,nan
