folder_name,perspective_taking,length,readability_fog,readability_flesch_reading_ease,readability_smog,readability_automated_readability,sentiment_polarity,sentiment_subjectivity,comparative,superlative,present,past,future,ESGBERT/EnvironmentalBERT-forest_class_0,ESGBERT/EnvironmentalBERT-forest_class_1,ESGBERT/EnvironmentalBERT-action_class_0,ESGBERT/EnvironmentalBERT-action_class_1,ESGBERT/EnvironmentalBERT-environmental_class_0,ESGBERT/EnvironmentalBERT-environmental_class_1,ESGBERT/GovernanceBERT-governance_class_0,ESGBERT/GovernanceBERT-governance_class_1,ESGBERT/SocialBERT-social_class_0,ESGBERT/SocialBERT-social_class_1,ESGBERT/EnvironmentalBERT-water_class_0,ESGBERT/EnvironmentalBERT-water_class_1,ESGBERT/EnvironmentalBERT-biodiversity_class_0,ESGBERT/EnvironmentalBERT-biodiversity_class_1,exchange,ticker,year1,year2,greenwash_score_mean
NASDAQ_SCHN_2018_2019,0.0221518952291305,11.749829899534475,12.28,21.43,17.3,17.6,0.1299951135952991,0.4184905104641944,77,24,1267,618,28,0.996401846408844,0.0035981792025268,0.5163246989250183,0.4836753010749817,0.4393450617790222,0.5606549382209778,0.8707641959190369,0.1292357593774795,0.6255528926849365,0.3744471371173858,0.8698221445083618,0.1301779001951217,0.989447057247162,0.0105529325082898,NASDAQ,SCHN,2018,2019,0.8710950500000045
NASDAQ_XLNX_2019_2020,0.0043763666572501,11.481847509399367,11.72,15.51,17.1,17.0,0.1261460394024924,0.3660344146505712,39,26,979,430,13,0.9998553991317748,0.0001446207024855,0.5501522421836853,0.4498477876186371,0.6053194999694824,0.3946805596351623,0.8582433462142944,0.1417566835880279,0.6328272223472595,0.3671728074550628,0.9545767903327942,0.045423224568367,0.990700900554657,0.0092990491539239,NASDAQ,XLNX,2019,2020,-10.376551874999997
NASDAQ_SSYS_2020_2021,0.0115236861045216,11.999780065737443,11.79,21.84,17.7,17.6,0.1080545871679236,0.3966042839646036,66,34,1673,724,19,0.9998295903205872,0.0001704258465906,0.6172903776168823,0.3827095925807953,0.509793221950531,0.4902068376541137,0.8363652229309082,0.1636347770690918,0.5559570789337158,0.4440429210662842,0.95817369222641,0.0418262220919132,0.9996957778930664,0.0003041813615709,NASDAQ,SSYS,2020,2021,-2.1375827800000007
NASDAQ_ISRG_2018_2019,0.0114416449790286,10.972104443668837,12.36,23.16,17.0,16.9,0.138131936722405,0.3741880265668638,36,14,661,226,2,0.9929095506668092,0.0070904591120779,0.403197169303894,0.596802830696106,0.5364676713943481,0.4635323286056518,0.9026535749435424,0.0973463729023933,0.6702839136123657,0.3297160863876343,0.9928463697433472,0.007153726182878,0.9997994899749756,0.0002004016423597,NASDAQ,ISRG,2018,2019,-12.435610564999998
NASDAQ_LNDC_2020_2021,0.0067114078945396,11.387033389742967,13.96,9.52,18.7,20.1,0.1024518061443853,0.3730586335533336,22,30,742,380,15,0.9952365756034852,0.0047633633948862,0.6414358615875244,0.3585641384124756,0.3855627477169037,0.6144371628761292,0.8879526257514954,0.112047366797924,0.5767866969108582,0.4232133328914642,0.9094409942626952,0.0905590504407882,0.986736297607422,0.0132637154310941,NASDAQ,LNDC,2020,2021,-4.938433510000002
NASDAQ_DNKN_2013_2014,0.0069444437555115,11.69458013277648,11.59,30.8,16.4,16.2,0.1199128199128197,0.3625027037527041,62,28,1127,629,41,0.9422752261161804,0.0577247180044651,0.283534824848175,0.7164651155471802,0.707260012626648,0.2927400767803192,0.942804992198944,0.0571949817240238,0.6291955709457397,0.3708044290542602,0.9571941494941713,0.0428058058023452,0.9930971264839172,0.006902867462486,NASDAQ,DNKN,2013,2014,-9.483996380000004
NASDAQ_MSEX_2018_2019,0.1153845983158878,11.953789891430254,12.46,21.43,17.9,18.1,0.1128628871460406,0.3839068521416189,61,22,1658,654,37,0.9948078989982604,0.0051921592094004,0.5513955354690552,0.4486044943332672,0.5627930760383606,0.437206894159317,0.9132190942764282,0.0867809504270553,0.7127524614334106,0.2872475087642669,0.5334741473197937,0.4665257930755615,0.999798595905304,0.0002014032506849,NASDAQ,MSEX,2018,2019,23.84695596
NASDAQ_PAYX_2018_2019,0.0597014034307411,9.49046898877305,13.66,31.51,15.6,15.7,0.2060413809792692,0.4502016410090944,19,3,155,81,1,0.968898057937622,0.0311019774526357,0.2922713160514831,0.7077286839485168,0.7157325148582458,0.2842674553394317,0.9330647587776184,0.0669352412223815,0.4736228883266449,0.5263770818710327,0.999942183494568,5.782791777164675e-05,0.9997161626815796,0.0002838000655174,NASDAQ,PAYX,2018,2019,-0.6586573199999997
NASDAQ_LRCX_2017_2018,0.0080808064483219,11.455582328187695,11.11,25.19,16.4,15.7,0.1277415539232137,0.3836081399823944,42,11,837,525,21,0.9998295903205872,0.0001703791494946,0.3680464029312134,0.6319536566734314,0.6092419624328613,0.3907579481601715,0.8895060420036316,0.1104939430952072,0.4949291944503784,0.5050708055496216,0.9397718906402588,0.0602281056344509,0.9905495643615724,0.0094503639265894,NASDAQ,LRCX,2017,2018,-6.50618025
NASDAQ_LRCX_2018_2019,0.003260869210775,11.77779428273175,12.07,21.63,17.4,17.1,0.115281658904413,0.3635623188816807,48,44,1137,702,22,0.9934833645820618,0.0065165641717612,0.3408296108245849,0.659170389175415,0.6590728163719177,0.3409271836280823,0.8623449802398682,0.1376549750566482,0.4521251022815704,0.547874927520752,0.9247827529907228,0.0752171501517295,0.999786376953125,0.0002135905815521,NASDAQ,LRCX,2018,2019,-4.556827809999998
NASDAQ_CZR_2015_2016,0.0317700429825988,12.263978280131145,12.0,28.98,16.4,16.6,0.1451465137605864,0.3946993745565725,118,46,1965,1116,20,0.9935044050216676,0.0064955684356391,0.6219815611839294,0.3780184388160705,0.6653006672859192,0.3346993625164032,0.9324368238449096,0.0675631389021873,0.5566930770874023,0.44330695271492,0.9592010378837584,0.040799006819725,0.9995364546775818,0.0004635369114112,NASDAQ,CZR,2015,2016,1.4237554949999982
NASDAQ_CVLT_2019_2020,0.0150659105337268,10.891037918182654,16.05,6.78,19.6,21.2,0.1249546113608612,0.3652738767642612,17,18,577,213,3,0.999813199043274,0.0001868242252385,0.364195317029953,0.6358046531677246,0.5668750405311584,0.4331249594688415,0.8699964284896851,0.1300036013126373,0.4164477586746216,0.5835522413253784,0.9996775388717652,0.0003224585088901,0.9940848350524902,0.0059151849709451,NASDAQ,CVLT,2019,2020,-5.960945454999999
NASDAQ_AMD_2020_2021,0.0098253264382831,12.224153202679036,12.09,20.42,18.1,18.0,0.0958643360442388,0.3883378562590939,134,56,1918,1065,28,0.991282045841217,0.0087179625406861,0.4660848081111908,0.5339152216911316,0.5017731785774231,0.4982268512248993,0.8450173139572144,0.1549826562404632,0.5889438986778259,0.4110560715198517,0.940710186958313,0.0592898018658161,0.9976808428764344,0.0023191156797111,NASDAQ,AMD,2020,2021,3.732770350000003
NASDAQ_VRTU_2017_2018,0.0019920314756909,11.527656429570223,11.72,23.36,17.1,17.1,0.0964276705622859,0.3493709896594517,18,9,836,561,10,0.9818768501281738,0.0181230679154396,0.7001226544380188,0.2998773157596588,0.6732128262519836,0.3267871737480163,0.8667622804641724,0.1332378089427948,0.7750755548477173,0.2249244004487991,0.9490089416503906,0.0509910583496093,0.9890772700309752,0.0109227485954761,NASDAQ,VRTU,2017,2018,-12.505003315
