folder_name,market,report_length
NASDAQ_SWKS_2019,NASDAQ,33789
NASDAQ_RUN_2017,NASDAQ,78488
NASDAQ_SHOO_2021,NASDAQ,75922
NASDAQ_HTBK_2021,NASDAQ,6527
NASDAQ_RUN_2020,NASDAQ,103692
NASDAQ_COMM_2015,NASDAQ,23837
NASDAQ_AKAM_2020,NASDAQ,47223
NASDAQ_BBBY_2019,NASDAQ,53063
NASDAQ_ANSS_2019,NASDAQ,35529
NASDAQ_ISRG_2019_2020,NASDAQ,99686
NASDAQ_AAL_2014,NASDAQ,54762
NASDAQ_ADSK_2019,NASDAQ,37127
NASDAQ_KLIC_2019_2020,NASDAQ,113283
NASDAQ_FLEX_2020,NASDAQ,285780
NASDAQ_AAL_2012,NASDAQ,84775
NASDAQ_CMCSA_2016,NASDAQ,23884
NASDAQ_COST_2018,NASDAQ,110850
NASDAQ_PBCT_2020,NASDAQ,61861
NASDAQ_JBLU_2009,NASDAQ,84609
NASDAQ_SSRM_2020,NASDAQ,119781
NASDAQ_MCHP_2019,NASDAQ,75586
NASDAQ_RGEN_2020,NASDAQ,214507
NASDAQ_NTAP_2019,NASDAQ,60470
NASDAQ_WDC_2018,NASDAQ,124887
NASDAQ_MSFT_2017,NASDAQ,78960
NASDAQ_MGEE_2018,NASDAQ,66710
NASDAQ_PRAH_2015,NASDAQ,35863
NASDAQ_REGI_2021,NASDAQ,152559
NASDAQ_LOGI_2009,NASDAQ,21900
NASDAQ_KALU_2020,NASDAQ,126546
NASDAQ_VREX_2019_2020,NASDAQ,75702
NASDAQ_FLEX_2019,NASDAQ,258402
NASDAQ_CSIQ_2021,NASDAQ,161718
NASDAQ_ALKS_2020,NASDAQ,118093
NASDAQ_TSCO_2013,NASDAQ,20202
NASDAQ_TER_2021,NASDAQ,100675
NASDAQ_ZEAL_2016,NASDAQ,24370
NASDAQ_NTGR_2019,NASDAQ,4120
NASDAQ_OTTR_2019,NASDAQ,13367
NASDAQ_CDNS_2019,NASDAQ,59347
NASDAQ_UMBF_2020,NASDAQ,46810
NASDAQ_AGIO_2021,NASDAQ,46074
NASDAQ_ERIC_2017,NASDAQ,270591
NASDAQ_INTC_2011,NASDAQ,529077
NASDAQ_ALKS_2019_2020,NASDAQ,97944
NASDAQ_MELI_2019,NASDAQ,124345
NASDAQ_PDCO_2020,NASDAQ,50323
NASDAQ_AEGN_2017,NASDAQ,163561
NASDAQ_STX_2013,NASDAQ,89864
NASDAQ_INTU_2020,NASDAQ,111500
NASDAQ_TSCO_2014,NASDAQ,23459
NASDAQ_VRSK_2017,NASDAQ,72118
NASDAQ_COLM_2020,NASDAQ,80970
NASDAQ_PZZA_2020,NASDAQ,39028
NASDAQ_IOSP_2008,NASDAQ,23820
NASDAQ_HA_2021,NASDAQ,37831
NASDAQ_HAIN_2015,NASDAQ,58715
NASDAQ_KLIC_2018_2019,NASDAQ,100985
NASDAQ_SBUX_2001,NASDAQ,63358
NASDAQ_MSFT_2004,NASDAQ,216885
NASDAQ_IOSP_2007,NASDAQ,14114
NASDAQ_SGH_2020,NASDAQ,76513
NASDAQ_SCHN_2022,NASDAQ,166835
NASDAQ_PAYX_2020_2021,NASDAQ,110352
NASDAQ_ERIC_2014,NASDAQ,190584
NASDAQ_MEOH_2021,NASDAQ,226935
NASDAQ_XEL_2018,NASDAQ,304340
NASDAQ_VRTX_2020_2021,NASDAQ,74808
NASDAQ_VIAV_2021,NASDAQ,40153
NASDAQ_CCRN_2020,NASDAQ,99281
NASDAQ_MGLN_2017,NASDAQ,13627
NASDAQ_MSFT_2009,NASDAQ,34686
NASDAQ_CVLT_2020_2021,NASDAQ,65526
NASDAQ_EGLE_2021,NASDAQ,52150
NASDAQ_AMD_2021_2022,NASDAQ,267812
NASDAQ_NTAP_2020,NASDAQ,60470
NASDAQ_CVGW_2020,NASDAQ,52644
NASDAQ_CMCSA_2012,NASDAQ,260422
NASDAQ_EPAY_2018,NASDAQ,31403
NASDAQ_EBAY_2017,NASDAQ,33823
NYSE_DPS_2019,NASDAQ,64282
NASDAQ_XEL_2009,NASDAQ,253786
NASDAQ_UMPQ_2021,NASDAQ,130098
NASDAQ_SRCL_2019,NASDAQ,43678
NASDAQ_COST_2022,NASDAQ,264774
NASDAQ_ADI_2012_2013,NASDAQ,144455
NASDAQ_BIIB_2019,NASDAQ,201592
NASDAQ_UNFI_2019,NASDAQ,48797
NASDAQ_KLIC_2021,NASDAQ,169990
NASDAQ_EBAY_2020,NASDAQ,97415
NASDAQ_VEON_2017,NASDAQ,175498
NASDAQ_ICFI_2017,NASDAQ,46902
NASDAQ_STX_2009,NASDAQ,75382
NASDAQ_HWC_2021,NASDAQ,72592
NASDAQ_TROW_2014,NASDAQ,75357
NASDAQ_CAR_2020,NASDAQ,123908
NASDAQ_PPC_2020,NASDAQ,18565
NASDAQ_UTHR_2021,NASDAQ,135511
NASDAQ_AAL_2016,NASDAQ,70401
NASDAQ_MATW_2021,NASDAQ,7296
NASDAQ_EQIX_2020,NASDAQ,59886
NASDAQ_CWST_2012,NASDAQ,55578
NASDAQ_ZEAL_2019,NASDAQ,31677
NASDAQ_UMPQ_2018,NASDAQ,96202
NASDAQ_GMAB_2015,NASDAQ,19993
NASDAQ_GRMN_2014,NASDAQ,22623
NASDAQ_GFS_2021,NASDAQ,212414
NASDAQ_TXN_2013,NASDAQ,48590
NASDAQ_FARM_2021,NASDAQ,28281
NASDAQ_CAC_2021,NASDAQ,55637
NASDAQ_JNPR_2022,NASDAQ,234286
NASDAQ_LOGI_2017,NASDAQ,151268
NASDAQ_BRKS_2020_2021,NASDAQ,18482
NASDAQ_SBUX_2019,NASDAQ,32378
NASDAQ_SWIR_2018,NASDAQ,51449
NASDAQ_WBA_2019,NASDAQ,242808
NASDAQ_TCOM_2019,NASDAQ,44934
NASDAQ_EQIX_2017,NASDAQ,83247
NASDAQ_AMAT_2013,NASDAQ,33722
NASDAQ_NCLH_2020,NASDAQ,228279
NASDAQ_SBUX_2011,NASDAQ,56204
NASDAQ_SENEA_2018,NASDAQ,30523
NASDAQ_SPWR_2020,NASDAQ,60003
NASDAQ_TPIC_2021,NASDAQ,115994
NASDAQ_OLED_2021,NASDAQ,52573
NASDAQ_INTC_2019_2020,NASDAQ,285468
NASDAQ_KLAC_2018,NASDAQ,49186
NASDAQ_TRUP_2019,NASDAQ,34805
NASDAQ_INTC_2018_2019,NASDAQ,213231
NASDAQ_FLEX_2009,NASDAQ,78000
NASDAQ_AMD_2011_2012,NASDAQ,284765
NASDAQ_SBLK_2019,NASDAQ,87996
NASDAQ_ARCB_2019,NASDAQ,73080
NASDAQ_RUN_2019,NASDAQ,76106
NASDAQ_AEGN_2012,NASDAQ,178163
NASDAQ_MDLZ_2014,NASDAQ,97181
NASDAQ_CBSH_2021,NASDAQ,85074
NASDAQ_AAL_2017,NASDAQ,107248
NASDAQ_KELYA_2019,NASDAQ,201641
NASDAQ_CAKE_2020,NASDAQ,85746
NASDAQ_RBBN_2021_2022,NASDAQ,157611
NYSE_PFS_2019,NYSE,198001
NYSE_HRL_2019,NYSE,111538
NYSE_WM_2021,NYSE,190733
NYSE_VEDL_2016,NYSE,220178
NYSE_JWN_2021,NYSE,71810
NYSE_CHK_2017,NYSE,42074
NYSE_BHP_2005,NYSE,839205
NYSE_DELL_2008,NYSE,406790
NYSE_TMO_2014,NYSE,28722
NYSE_AA_2019,NYSE,283115
NYSE_JEC_2010,NYSE,162194
NYSE_FLR_2011,NYSE,222549
NYSE_GIS_2011,NYSE,197718
NYSE_RMD_2012,NYSE,267380
NYSE_VC_2018,NYSE,58460
NYSE_INGR_2013,NYSE,19629
NYSE_SERV_2019,NYSE,26631
NYSE_AEE_2020,NYSE,62517
NYSE_KNL_2006,NYSE,35248
NYSE_NI_2016,NYSE,20075
NYSE_WMB_2021,NYSE,367362
NYSE_URI_2014,NYSE,53294
NYSE_CAJ_2003,NYSE,286175
NYSE_RCI_2019,NYSE,122413
NYSE_ALB_2021,NYSE,219251
NYSE_UPS_2004,NYSE,111728
NYSE_KO_2018,NYSE,202153
NYSE_ADM_2015,NYSE,92540
NYSE_YUMC_2019,NYSE,213499
NYSE_DCI_2017,NYSE,38928
NYSE_CMP_2018,NYSE,84004
NYSE_UPS_2009,NYSE,231105
NYSE_UNM_2011,NYSE,50378
NYSE_GS_2018,NYSE,113229
NYSE_KEYS_2019,NYSE,99811
NYSE_PRU_2016,NYSE,105705
NYSE_VST_2020,NYSE,196774
NYSE_LLY_2019,NYSE,233525
NYSE_KSS_2018,NYSE,69636
NYSE_ACI_2020,NYSE,25624
NYSE_MTX_2018,NYSE,124416
NYSE_RBC_2019,NYSE,47286
NYSE_SPXC_2018,NYSE,38720
NYSE_GPS_2014,NYSE,230385
NYSE_KRC_2015,NYSE,109981
NYSE_BKI_2019,NYSE,39909
NYSE_DELL_2011,NYSE,87213
NYSE_ELAN_2020,NYSE,81793
NYSE_ENLC_2018,NYSE,13104
NYSE_DAL_2016,NYSE,211549
NYSE_RHP_2020,NYSE,132707
NYSE_IBM_2019,NYSE,161034
NYSE_MMS_2021,NYSE,75922
NYSE_BAX_2015,NYSE,167838
NYSE_SYF_2019,NYSE,67446
NYSE_PCG_2009,NYSE,16533
NYSE_SUPV_2021,NYSE,250249
NYSE_CLS_2010,NYSE,32176
NYSE_WSM_2014,NYSE,70121
NYSE_TT_2009,NYSE,137764
NYSE_ABC_2020,NYSE,14295
NYSE_MCK_2020,NYSE,125359
NYSE_JEC_2019,NYSE,55107
NYSE_GTI_2019,NYSE,39494
NYSE_DUK_2014,NYSE,107227
NYSE_HES_2016,NYSE,222316
NYSE_INFY_2015,NYSE,338161
NYSE_EOG_2021,NYSE,226777
NYSE_SLM_2019,NYSE,132153
NYSE_HOG_2016,NYSE,14336
NYSE_NRG_2014,NYSE,155957
NYSE_KR_2018,NYSE,332701
NYSE_IAG_2008,NYSE,62723
NYSE_SNE_2004,NYSE,227691
NYSE_KNL_2011,NYSE,71308
NYSE_BCE_2020,NYSE,239346
NYSE_PK_2020,NYSE,112413
NYSE_HY_2019,NYSE,39558
NYSE_LXK_2009,NYSE,191807
NYSE_CTB_2014,NYSE,94408
NYSE_SON_2019,NYSE,65059
NYSE_PRU_2020,NYSE,125462
NYSE_JNJ_2017,NYSE,559089
NYSE_HRL_2008,NYSE,25695
NYSE_COLD_2021,NYSE,69689
NYSE_DTE_2014,NYSE,163796
NYSE_A_2015,NYSE,173551
NYSE_SXC_2019,NYSE,66120
NYSE_T_2013,NYSE,27335
NYSE_KMX_2019,NYSE,63948
NYSE_BXP_2021,NYSE,157415
NYSE_ABT_2013,NYSE,262428
NYSE_RELX_2010,NYSE,172921
NYSE_STZ_2017,NYSE,21033
NYSE_OC_2013,NYSE,5771
NYSE_SWK_2020,NYSE,22661
NYSE_JBGS_2022,NYSE,145414
NYSE_GVA_2021,NYSE,226607
NYSE_NEM_2020,NYSE,718382
NYSE_MLM_2016,NYSE,52283
NYSE_TRU_2019,NYSE,73775
NYSE_STT_2021,NYSE,334163
NYSE_BMY_2020,NYSE,225561
NYSE_GS_2019,NYSE,167438
NYSE_CWT_2014,NYSE,52755
NYSE_EGY_2021,NYSE,96926
NYSE_APD_2022,NYSE,143296
NYSE_ROK_2021,NYSE,88695
NYSE_GM_2019,NYSE,441260
NYSE_ATI_2017,NYSE,18859
NYSE_VTR_2019,NYSE,103207
NYSE_CBRE_2018,NYSE,177342
NYSE_ACA_2019,NYSE,24284
NYSE_RMD_2019,NYSE,104216
NYSE_LMT_2015,NYSE,205024
NYSE_CWK_2016,NYSE,83236
NYSE_DLR_2020,NYSE,115121
NYSE_FMX_2017,NYSE,47725
NYSE_MRO_2005,NYSE,29136
NYSE_BCE_2018,NYSE,240617
NYSE_TVE_2021,NYSE,172544
NYSE_MHK_2019,NYSE,82874
NYSE_EME_2018,NYSE,84769
NYSE_CBZ_2019,NYSE,69898
NYSE_VAL_2020,NYSE,62747
NYSE_WM_2022,NYSE,107274
NYSE_KOP_2015,NYSE,37274
NYSE_RDS_2019,NYSE,294659
NYSE_BERY_2020,NYSE,149890
NYSE_BTU_2013,NYSE,187180
NYSE_AU_2019,NYSE,171910
NYSE_TT_2010,NYSE,118507
NYSE_PNM_2020,NYSE,10374
NYSE_RDS_2009,NYSE,174024
NYSE_AVT_2020,NYSE,83870
NYSE_CPA_2019,NYSE,70734
NYSE_BHP_2019,NYSE,347535
NYSE_PG_2004,NYSE,211225
NYSE_ATR_2021,NYSE,261056
NYSE_LLY_2017,NYSE,158929
NYSE_KBR_2018,NYSE,97617
NYSE_DXC_2018,NYSE,116904
NYSE_CAT_2021,NYSE,127520
NYSE_ABEV_2016,NYSE,154721
NYSE_NBL_2011,NYSE,117129
NYSE_DFS_2017,NYSE,53584
NYSE_MRK_2018,NYSE,176815
NYSE_AVP_2019,NYSE,73733
NYSE_EPC_2019,NYSE,95297
NYSE_AXP_2021,NYSE,256613
NYSE_CMP_2020,NYSE,104023
NYSE_EOG_2018,NYSE,89285
NYSE_SYF_2020,NYSE,132738
NYSE_PBI_2012,NYSE,89719
NYSE_MTD_2016,NYSE,59395
NYSE_NKE_2009,NYSE,420711
NYSE_TMO_2018,NYSE,26678
NYSE_SHEL_2021,NYSE,217359
NYSE_TPX_2021,NYSE,66247
NYSE_RSG_2021,NYSE,95817
NYSE_DUK_2010,NYSE,184033
NYSE_VEDL_2014,NYSE,240560
NYSE_LVS_2020,NYSE,239390
NYSE_HDB_2014,NYSE,127468
NYSE_IFF_2019,NYSE,227164
NYSE_CCL_2010,NYSE,261394
NYSE_VALE_2020,NYSE,361620
NYSE_HRL_2010,NYSE,37520
NYSE_TV_2020,NYSE,166991
NYSE_A_2011,NYSE,124997
NYSE_GVA_2012,NYSE,42287
NYSE_CI_2021,NYSE,208377
NYSE_APAM_2021,NYSE,54509
NYSE_EL_2015,NYSE,47256
NYSE_KOS_2020,NYSE,196923
NYSE_SXT_2020,NYSE,133836
NYSE_PEP_2015,NYSE,77482
NYSE_IFF_2012,NYSE,117496
NYSE_THO_2021,NYSE,81340
NYSE_COF_2019,NYSE,425421
NYSE_CRC_2020,NYSE,17776
NYSE_FLR_2010,NYSE,196210
NYSE_CXW_2021,NYSE,112191
NYSE_KMB_2010,NYSE,277063
NYSE_ITW_2012,NYSE,62770
NYSE_VC_2022,NYSE,81337
NYSE_KB_2015,NYSE,208039
NYSE_GM_2017,NYSE,396476
NYSE_IFF_2017,NYSE,158037
NYSE_ABT_2018,NYSE,225194
NYSE_BG_2019,NYSE,83996
NYSE_CNP_2022,NYSE,263411
NYSE_CVX_2011,NYSE,124085
NYSE_ALV_2020,NYSE,86917
NYSE_AMT_2019,NYSE,174606
NYSE_GPK_2018,NYSE,26007
NYSE_DTE_2017,NYSE,30669
NYSE_WAB_2021,NYSE,104708
NYSE_CVS_2019,NYSE,212468
NYSE_DE_2021,NYSE,148541
NYSE_HPE_2016,NYSE,193653
NYSE_IBM_2017,NYSE,175086
NYSE_ALLY_2018,NYSE,129206
NYSE_AEP_2017,NYSE,350478
NYSE_PPG_2013,NYSE,27390
NYSE_TUP_2017,NYSE,98468
NYSE_PGRE_2019,NYSE,34609
NYSE_BSX_2021,NYSE,172576
NYSE_LOW_2003,NYSE,17429
NYSE_ATO_2020,NYSE,101512
NYSE_NSC_2022,NYSE,64056
NYSE_PRO_2020,NYSE,25629
NYSE_GT_2021,NYSE,272585
NYSE_NSC_2010,NYSE,168158
NYSE_CVX_2021,NYSE,238829
NYSE_OMC_2016,NYSE,73152
NYSE_APO_2018,NYSE,25693
NYSE_AEP_2021,NYSE,325450
NYSE_RBC_2020,NYSE,77139
NYSE_KR_2021,NYSE,153566
NYSE_DGX_2015,NYSE,86426
NYSE_PBI_2014,NYSE,109635
NYSE_AAT_2019,NYSE,33363
NYSE_WLK_2018,NYSE,23078
NYSE_WFC_2019,NYSE,20850
NYSE_PG_2000,NYSE,143944
NYSE_BAX_2011,NYSE,564585
NYSE_PNW_2021,NYSE,25024
NYSE_TUP_2012,NYSE,76068
NYSE_GSH_2015,NYSE,53501
NYSE_ALV_2015,NYSE,14505
NYSE_B_2018,NYSE,51452
NYSE_CBRE_2007,NYSE,122019
NYSE_HUN_2012,NYSE,75991
NYSE_HOG_2019,NYSE,63117
NYSE_WHR_2015,NYSE,82149
NYSE_WMT_2017,NYSE,353758
NYSE_TECK_2003,NYSE,28261
NYSE_PDM_2019,NYSE,76945
NYSE_CAJ_2013,NYSE,471013
NYSE_LMT_2014,NYSE,291903
NYSE_DGX_2017,NYSE,105809
NYSE_ITW_2020,NYSE,93305
NYSE_CNP_2017,NYSE,149814
NYSE_XHR_2020,NYSE,75144
NYSE_GIL_2005,NYSE,40391
NYSE_INGR_2012,NYSE,19867
NYSE_ACM_2013,NYSE,85349
NYSE_QVCC_2016,NYSE,0
NYSE_NBL_2017,NYSE,156458
NYSE_AGN_2017,NYSE,84442
NYSE_CFG_2017,NYSE,37399
NYSE_CLB_2019,NYSE,117068
NYSE_SPP_2017,NYSE,37735
NYSE_JBGS_2018,NYSE,46867
NYSE_CAJ_2010,NYSE,97962
NYSE_ALL_2012,NYSE,216866
NYSE_PNC_2021,NYSE,173021
NYSE_NGVT_2021,NYSE,184382
NYSE_WDAY_2017,NYSE,165477
NYSE_ADS_2017,NYSE,121920
NYSE_RL_2020,NYSE,98528
NYSE_PLD_2018,NYSE,46866
NYSE_ES_2019,NYSE,237495
NYSE_CI_2020,NYSE,445419
NYSE_SPGI_2017,NYSE,85752
NYSE_WSM_2012,NYSE,29752
NYSE_SQM_2011,NYSE,148006
NYSE_MMM_2017,NYSE,361321
NYSE_AHH_2020,NYSE,31305
NYSE_BKR_2020,NYSE,213241
NYSE_CS_2018,NYSE,212692
NYSE_HAS_2013,NYSE,243279
NYSE_NEE_2020,NYSE,150658
NYSE_ATR_2017,NYSE,167138
NYSE_LOW_2015,NYSE,154146
NYSE_HOG_2010,NYSE,29133
NYSE_TEVA_2012,NYSE,113306
NYSE_NKE_2013,NYSE,268382
NYSE_RF_2016,NYSE,34297
NYSE_GSH_2013,NYSE,51234
NYSE_DNB_2021,NYSE,67539
NYSE_TVE_2019,NYSE,210575
NYSE_PRU_2013,NYSE,117198
NYSE_ALL_2011,NYSE,212769
NYSE_NJR_2017,NYSE,22756
NYSE_BSX_2018,NYSE,133486
NYSE_TDC_2012,NYSE,165885
NYSE_CVS_2008,NYSE,138663
NYSE_KMB_2012,NYSE,227750
NYSE_TCO_2020,NYSE,62539
NYSE_AFL_2019,NYSE,99788
NYSE_KR_2016,NYSE,142972
NYSE_BK_2020,NYSE,261133
NYSE_FCN_2019,NYSE,54708
NYSE_GEO_2019,NYSE,200384
NYSE_MMM_2011,NYSE,222391
NYSE_CHD_2015,NYSE,32556
NYSE_PH_2019,NYSE,41857
NYSE_CPT_2019,NYSE,29723
NYSE_SNE_2006,NYSE,275224
NYSE_BHC_2021,NYSE,74981
NYSE_RF_2019,NYSE,321899
NYSE_PEAK_2020,NYSE,113359
NYSE_ED_2013,NYSE,202224
NYSE_UPS_2012,NYSE,446107
NYSE_CLNY_2019,NYSE,39329
NYSE_DRE_2018,NYSE,29781
NYSE_RRC_2021,NYSE,176732
NYSE_PM_2020,NYSE,577635
NYSE_RDS_2015,NYSE,230666
NYSE_DIS_2019,NYSE,104989
NYSE_NHS_2018,NYSE,115642
NYSE_SITC_2016,NYSE,62931
NYSE_ZEN_2021,NYSE,62576
NYSE_LEA_2019,NYSE,182821
NYSE_UFI_2020,NYSE,31261
NYSE_ADM_2017,NYSE,83834
NYSE_CS_2017,NYSE,203694
NYSE_VMC_2020,NYSE,111662
NYSE_B_2015,NYSE,38912
NYSE_PNC_2015,NYSE,134213
NYSE_ELAN_2019,NYSE,20981
NYSE_CC_2018,NYSE,118032
NYSE_AVYA_2021,NYSE,93161
NYSE_MBT_2019,NYSE,267096
NYSE_TECK_2002,NYSE,121588
NYSE_DELL_2000,NYSE,32037
NYSE_TREX_2020,NYSE,85611
NYSE_AROC_2019,NYSE,67188
NYSE_KBH_2019,NYSE,111853
NYSE_TXT_2020,NYSE,82287
NYSE_OC_2019,NYSE,762530
NYSE_UFS_2021,NYSE,66954
NYSE_TI_2001,NYSE,90315
NYSE_CTL_2014,NYSE,43959
NYSE_TJX_2022,NYSE,244642
NYSE_hpq_2016,NYSE,415008
NYSE_A_2010,NYSE,62306
NYSE_CMA_2016,NYSE,264917
NYSE_CB_2020,NYSE,65561
NYSE_BHP_2001,NYSE,218973
NYSE_XOM_2017,NYSE,82320
NYSE_VLRS,NYSE,68561
NYSE_WMT_2019,NYSE,184235
NYSE_APD_2019,NYSE,270080
NYSE_FUL_2015,NYSE,43967
NYSE_UNM_2016,NYSE,28360
NYSE_HAS_2015,NYSE,33203
NYSE_ALL_2003,NYSE,56895
NYSE_PSA_2020,NYSE,64162
NYSE_MAN_2018,NYSE,19537
NYSE_VNO_2019,NYSE,110734
NYSE_SNE_2001,NYSE,275291
NYSE_DVN_2021,NYSE,288228
NYSE_JEC_2020,NYSE,136690
NYSE_CI_2016,NYSE,223996
NYSE_ARE_2019,NYSE,106500
NYSE_JNJ_2011,NYSE,319897
NYSE_BTU_2015,NYSE,152690
NYSE_GIL_2006,NYSE,89986
NYSE_ARNC_2018,NYSE,84066
NYSE_PII_2018,NYSE,61044
NYSE_KBH_2010,NYSE,91048
NYSE_TJX_2013,NYSE,132271
NYSE_BA_2017,NYSE,80042
NYSE_NNN_2021,NYSE,55318
NYSE_GM_2021,NYSE,321669
NYSE_MMM_2013,NYSE,280062
NYSE_FLR_2015,NYSE,157605
NYSE_AVB_2017,NYSE,101751
NYSE_SHG_2018,NYSE,240206
NYSE_WRI_2019,NYSE,114488
NYSE_CCL_2019,NYSE,358965
NYSE_TROX_2012,NYSE,59962
NYSE_UNP_2019,NYSE,265892
NYSE_ANET_2020,NYSE,68081
NYSE_UNVR_2017,NYSE,79851
NYSE_BAX_2014,NYSE,459539
NYSE_KRC_2018,NYSE,145140
NYSE_PCG_2012,NYSE,402899
NYSE_CCI_2020,NYSE,85731
NYSE_VEDL_2009,NYSE,147013
NYSE_AEP_2014,NYSE,331795
NYSE_MIC_2018,NYSE,27281
NYSE_T_2017,NYSE,49878
NYSE_LLY_2011,NYSE,127252
NYSE_M_2020,NYSE,76734
NYSE_WLK_2017,NYSE,25506
NYSE_HPE_2019,NYSE,229488
NYSE_BA_2020,NYSE,66484
NYSE_ABC_2021,NYSE,19578
NYSE_CHK_2013,NYSE,76664
NYSE_TRU_2020,NYSE,80815
NYSE_MPC_2019,NYSE,202555
NYSE_AXP_2017,NYSE,176298
NYSE_FLS_2019,NYSE,71191
NYSE_LPL_2020,NYSE,287609
NYSE_PG_2009,NYSE,222033
NYSE_AES_2014,NYSE,167684
NYSE_HT_2019,NYSE,60324
NYSE_OSK_2014,NYSE,63742
NYSE_CL_2013,NYSE,107172
NYSE_MKC_2017,NYSE,57194
NYSE_BCE_2013,NYSE,175160
NYSE_OSK_2021,NYSE,129681
NYSE_WSM_2011,NYSE,78673
NYSE_DELL_2005,NYSE,214897
NYSE_CSTM_2014,NYSE,171138
NYSE_VRS_2008,NYSE,120102
NYSE_SKT_2020,NYSE,109384
NYSE_T_2016,NYSE,29575
NYSE_BWA_2018_2019,NYSE,60542
NYSE_DAR_2021,NYSE,129245
NYSE_MET_2019,NYSE,252568
NYSE_RDY_2017,NYSE,51883
NYSE_DELL_2012,NYSE,204757
NYSE_PII_2015,NYSE,18677
NYSE_JHG_2018,NYSE,48898
NYSE_SITC_2017,NYSE,69251
NYSE_CCL_2011,NYSE,214914
NYSE_BK_2012,NYSE,148283
NYSE_STM_2012,NYSE,255090
NYSE_HPE_2021,NYSE,186938
NYSE_WMB_2020,NYSE,314345
NYSE_SHG_2020,NYSE,287248
NYSE_JNJ_2021,NYSE,440022
NYSE_ORA_2018,NYSE,283775
NYSE_CNHI_2021,NYSE,933167
NYSE_AWR_2019,NYSE,102442
NYSE_BAH_2016,NYSE,116638
NYSE_ZMH_2019,NYSE,25589
NYSE_KBH_2020,NYSE,147441
NYSE_APTS_2021,NYSE,93494
NYSE_VALE_2007,NYSE,418995
NYSE_HES_2014,NYSE,198586
NYSE_INFO_2016,NYSE,69501
NYSE_ZNH_2018,NYSE,171978
NYSE_SCS_2013,NYSE,104852
NYSE_SJW_2021,NYSE,140549
NYSE_IP_2017,NYSE,58326
NYSE_JLL_2016,NYSE,156139
NYSE_AM_2020,NYSE,197975
NYSE_LND_20140701_20150630,NYSE,89433
NYSE_DHR_2016,NYSE,34389
NYSE_TREX_2019,NYSE,56518
NYSE_SUM_2019,NYSE,62091
NYSE_NEM_2016,NYSE,428169
NYSE_DNR_2022,NYSE,202876
NYSE_URI_2012,NYSE,63608
NYSE_SON_2016,NYSE,50451
NYSE_JEC_2009,NYSE,72377
NYSE_FSP_2018,NYSE,14388
NYSE_FMC_2016,NYSE,82846
NYSE_GPN_2019,NYSE,60175
NYSE_NAV_2019,NYSE,63650
NYSE_CPB_2015,NYSE,298899
NYSE_UTL_2019,NYSE,20566
NYSE_T_2008,NYSE,162154
NYSE_INN_2020,NYSE,60779
NYSE_ARMK_2020,NYSE,48935
NYSE_GIS_2022,NYSE,263738
NYSE_KOP_2010,NYSE,39491
NYSE_COP_2008,NYSE,98893
NYSE_SR_2019,NYSE,86368
NYSE_BAH_2021,NYSE,203855
NYSE_PBI_2015,NYSE,121541
NYSE_ACH_2018,NYSE,188391
NYSE_CALM_2020,NYSE,302076
NYSE_A_2021,NYSE,197515
NYSE_SCS_2014,NYSE,64108
NYSE_PGR_2020,NYSE,122538
NYSE_PSX_2019,NYSE,124877
NYSE_PBR_2014,NYSE,221462
NYSE_RELX_2019,NYSE,279654
NYSE_MMP_2021,NYSE,133658
NYSE_CMI_2014,NYSE,348367
NYSE_KIM_2018,NYSE,98485
NYSE_VRS_2015,NYSE,40013
NYSE_JWN_2019,NYSE,59471
NYSE_NVS_2013,NYSE,353983
NYSE_GIL_2007,NYSE,109874
NYSE_LOW_2016,NYSE,130131
NYSE_RDS_2012,NYSE,189570
NYSE_RDY_2007,NYSE,191878
NYSE_IBM_2008,NYSE,110103
NYSE_MS_2016,NYSE,65468
NYSE_RDS_2016,NYSE,271466
NYSE_ADP_2020,NYSE,116349
NYSE_ENLC_2020,NYSE,83390
NYSE_AES_2018,NYSE,157003
NYSE_NAV_2018,NYSE,58048
NYSE_AEP_2006,NYSE,155168
NYSE_MS_2018,NYSE,112563
NYSE_PPG_2012,NYSE,72737
NYSE_MTX_2020,NYSE,221224
NYSE_KW_2019,NYSE,67526
NYSE_WST_2019,NYSE,46834
NYSE_MRO_2013,NYSE,209296
NYSE_AVB_2016,NYSE,97226
NYSE_ADS_2018,NYSE,129059
NYSE_FCX_2012,NYSE,124933
NYSE_K_2018,NYSE,115094
NYSE_OFC_2014,NYSE,32017
NYSE_RSG_2020,NYSE,106170
NYSE_AWR_2017,NYSE,104546
NYSE_BK_2009,NYSE,184455
NYSE_MIC_2020,NYSE,115009
NYSE_ABC_2017,NYSE,75701
NYSE_VMW_2015,NYSE,99125
NYSE_ECL_2015,NYSE,51346
NYSE_SIG_2017,NYSE,63156
NYSE_LOW_2006,NYSE,25769
NYSE_NEE_2022,NYSE,234796
NYSE_ODP_2017,NYSE,46751
NYSE_ITT_2018,NYSE,64873
NYSE_NOC_2020,NYSE,210682
NYSE_CAJ_2019,NYSE,473261
NYSE_ODP_2022,NYSE,44974
NYSE_NOC_2017,NYSE,143585
NYSE_OIS_2020,NYSE,62352
NYSE_BWA_2021,NYSE,108673
NYSE_VEDL_2019,NYSE,217929
NYSE_HRC_2020,NYSE,39423
NYSE_PPL_2020,NYSE,185531
NYSE_HT_2017,NYSE,31247
