folder_name,market,report_length
NASDAQ_LSCC_2022,NASDAQ,32019
NASDAQ_AGIO_2022,NASDAQ,65413
NASDAQ_FARM_2014,NASDAQ,35055
NASDAQ_BRKS_2019_2020,NASDAQ,61716
NASDAQ_SBUX_2003,NASDAQ,134186
NASDAQ_PZZA_2018,NASDAQ,64888
NASDAQ_QCOM_2014_2015,NASDAQ,96290
NASDAQ_QCOM_2018_2019,NASDAQ,101811
NASDAQ_GMAB_2017,NASDAQ,24087
NASDAQ_MELI_2021,NASDAQ,141521
NASDAQ_LSCC_2021,NASDAQ,27151
NASDAQ_COMM_2021,NASDAQ,228209
NASDAQ_AEGN_2008,NASDAQ,148426
NASDAQ_CONE_2021_2022,NASDAQ,345975
NASDAQ_JBLU_2018_2019,NASDAQ,10948
NASDAQ_MSFT_2021,NASDAQ,318778
NASDAQ_AMRS_2021,NASDAQ,122301
NASDAQ_VRSK_2020,NASDAQ,136051
NASDAQ_GRMN_2020,NASDAQ,47020
NASDAQ_BLKB_2018,NASDAQ,28311
NASDAQ_UNFI_2021,NASDAQ,152773
NASDAQ_CLNE_2020,NASDAQ,114719
NASDAQ_AZPN_2022,NASDAQ,39087
NASDAQ_ADBE_2015,NASDAQ,15387
NASDAQ_NLOK_2012,NASDAQ,97658
NASDAQ_FLEX_2021,NASDAQ,259578
NASDAQ_FLS_2015,NASDAQ,61116
NASDAQ_SPWR_2019,NASDAQ,5504
NASDAQ_ON_2017,NASDAQ,158958
NASDAQ_MELI_2018,NASDAQ,119253
NASDAQ_FLS_2020,NASDAQ,171268
NASDAQ_CHRW_2020,NASDAQ,77681
NASDAQ_GPOR_2020,NASDAQ,34552
NASDAQ_WBA_2016,NASDAQ,97029
NASDAQ_FLS_2017,NASDAQ,93721
NASDAQ_CPIX_2021,NASDAQ,27279
NASDAQ_GPOR_2019,NASDAQ,20516
NASDAQ_CMCSA_2014,NASDAQ,105627
NASDAQ_ADSK_2017,NASDAQ,64369
NASDAQ_CTXS_2019,NASDAQ,67274
NASDAQ_ILMN_2020,NASDAQ,291662
NASDAQ_STX_2014,NASDAQ,90652
NASDAQ_NCLH_2021,NASDAQ,260908
NASDAQ_CRTO_2017,NASDAQ,90890
NASDAQ_TETY_2020,NASDAQ,65513
NASDAQ_IOSP_2013,NASDAQ,74747
NASDAQ_CRTO_2020,NASDAQ,143521
NASDAQ_ANSS_2017_2018,NASDAQ,31415
NASDAQ_SWKS_2021,NASDAQ,66543
NASDAQ_FSLR_2018,NASDAQ,174378
NASDAQ_ZEAL_2014,NASDAQ,10988
NASDAQ_REGN_2017,NASDAQ,95709
NASDAQ_FARM_2016,NASDAQ,41158
NASDAQ_XEL_2014,NASDAQ,327223
NASDAQ_ITRI_2018,NASDAQ,29556
NASDAQ_XEL_2012,NASDAQ,73430
NASDAQ_SBUX_2008,NASDAQ,166987
NASDAQ_QRVO_2022,NASDAQ,66006
NASDAQ_INFN_2015,NASDAQ,104279
NASDAQ_CBSH_2016_2017,NASDAQ,43017
NASDAQ_STX_2020,NASDAQ,185707
NASDAQ_SONO_2020,NASDAQ,50561
NASDAQ_PAYX_2021_2022,NASDAQ,62171
NASDAQ_ADBE_2021,NASDAQ,54183
NASDAQ_XRAY_2019,NASDAQ,83647
NASDAQ_OZK_2020,NASDAQ,70750
NASDAQ_QCOM_2017_2018,NASDAQ,84139
NASDAQ_SIVB_2017,NASDAQ,41589
NASDAQ_STLD_2019,NASDAQ,87169
NASDAQ_ADBE_2014,NASDAQ,13131
NASDAQ_ON_2016,NASDAQ,160459
NASDAQ_IOSP_2020,NASDAQ,154777
NASDAQ_WEN_2020,NASDAQ,89748
NASDAQ_AAON_2021_2022,NASDAQ,50989
NASDAQ_GPRE_2021,NASDAQ,189399
NASDAQ_STX_2021,NASDAQ,216281
NASDAQ_ACIW_2019,NASDAQ,32363
NASDAQ_ASNA_2018,NASDAQ,54684
NASDAQ_PANL_2019,NASDAQ,48857
NASDAQ_SCHN_2019_2020,NASDAQ,158414
NASDAQ_ADSK_2020,NASDAQ,52051
NASDAQ_GRMN_2019,NASDAQ,37463
NASDAQ_AMZN_2019_2020,NASDAQ,246254
NASDAQ_LPLA_2021,NASDAQ,166529
NASDAQ_KLAC_2017,NASDAQ,40860
NASDAQ_GLDD_2020,NASDAQ,49315
NASDAQ_KHC_2016,NASDAQ,123908
NASDAQ_ALKS_2017,NASDAQ,23362
NASDAQ_NVDA_2020,NASDAQ,182310
NASDAQ_FLIR_2019,NASDAQ,43916
NASDAQ_JNPR_2020,NASDAQ,155535
NASDAQ_NTGR_2021,NASDAQ,5283
NASDAQ_INFN_2018,NASDAQ,95926
NASDAQ_SWKS_2020,NASDAQ,39360
NASDAQ_GOOG_2019,NASDAQ,122381
NASDAQ_COHU_2019,NASDAQ,12363
NASDAQ_KELYA_2016_2017,NASDAQ,86073
NASDAQ_INTU_2021,NASDAQ,132880
NASDAQ_COHU_2021,NASDAQ,16409
NASDAQ_IDXX_2021,NASDAQ,187786
NASDAQ_AAL_2019,NASDAQ,178078
NASDAQ_AEGN_2018,NASDAQ,138960
NASDAQ_HA_2018,NASDAQ,78311
NASDAQ_AMD_2013_2014,NASDAQ,262076
NASDAQ_TPIC_2020,NASDAQ,90915
NASDAQ_KE_2021,NASDAQ,68335
NASDAQ_SAFM_2019,NASDAQ,133966
NASDAQ_SFM_2019,NASDAQ,41999
NASDAQ_XRAY_2021,NASDAQ,171002
NASDAQ_COMM_2014,NASDAQ,28074
NASDAQ_FITB_2018,NASDAQ,120377
NASDAQ_ALKS_2018,NASDAQ,69704
NASDAQ_CVLT_2021_2022,NASDAQ,82191
NASDAQ_LOGI_2011,NASDAQ,49346
NASDAQ_MSFT_2018_2019,NASDAQ,67005
NASDAQ_CSCO_2022,NASDAQ,139401
NASDAQ_DECK_2018_2019,NASDAQ,87643
NASDAQ_DLGS_2017,NASDAQ,84268
NASDAQ_PETD_2022,NASDAQ,75627
NASDAQ_XRAY_2016,NASDAQ,50207
NASDAQ_FITB_2015,NASDAQ,56304
NASDAQ_CBSH_2018_2019,NASDAQ,46722
NASDAQ_CSX_2018,NASDAQ,11726
NASDAQ_ESLT_2017_2018,NASDAQ,74767
NASDAQ_GNTX_2016,NASDAQ,34378
NASDAQ_AMGN_2015,NASDAQ,43795
NASDAQ_HAIN_2021,NASDAQ,101493
NASDAQ_NVDA_2022,NASDAQ,167468
NASDAQ_MEOH_2014,NASDAQ,99218
NASDAQ_FLS_2018,NASDAQ,109705
NASDAQ_HURN_2021,NASDAQ,83818
NASDAQ_AAON_2018_2019,NASDAQ,17330
NASDAQ_PRGS_2019,NASDAQ,20153
NASDAQ_CSX_2015,NASDAQ,179432
NASDAQ_DIOD_2021,NASDAQ,253468
NASDAQ_WBA_2020,NASDAQ,342209
NASDAQ_FARM_2018,NASDAQ,47543
NASDAQ_CZR_2019_2020,NASDAQ,86196
NASDAQ_TXN_2016,NASDAQ,56568
NASDAQ_CSIQ_2019,NASDAQ,148554
NASDAQ_HSIC_2020_2021,NASDAQ,185762
NASDAQ_EXPD_2021,NASDAQ,101126
NASDAQ_FFBC_2018,NASDAQ,48666
NASDAQ_HSIC_2019_2020,NASDAQ,155593
NASDAQ_HSIC_2018_2019,NASDAQ,92852
NASDAQ_VREX_2018_2019,NASDAQ,54231
NASDAQ_AEGN_2005,NASDAQ,106148
NASDAQ_SASR_2020,NASDAQ,54412
NASDAQ_UNFI_2011_2012,NASDAQ,33371
NASDAQ_SENEA_2020,NASDAQ,29842
NASDAQ_EPAY_2021,NASDAQ,20013
NASDAQ_AMAL_2019,NASDAQ,57509
NASDAQ_PETD_2019,NASDAQ,81223
NASDAQ_BRKS_2018_2019,NASDAQ,61716
NASDAQ_USNA_2021,NASDAQ,89530
NASDAQ_BLKB_2021,NASDAQ,70022
NASDAQ_EXTR_2021,NASDAQ,54514
NASDAQ_FANG_2019,NASDAQ,70137
NASDAQ_VRSK_2015,NASDAQ,66836
NASDAQ_NTAP_2021,NASDAQ,83531
NASDAQ_SWKS_2018,NASDAQ,31890
NASDAQ_AAL_2013,NASDAQ,3774
NASDAQ_CSCO_2007,NASDAQ,224109
NASDAQ_LNDC_2018_2019,NASDAQ,42177
NASDAQ_CTXS_2021,NASDAQ,41648
NASDAQ_TORM_2018,NASDAQ,29806
NASDAQ_TRUP_2021,NASDAQ,59112
NASDAQ_LYFT_2020,NASDAQ,119421
NASDAQ_PFG_2020,NASDAQ,114649
NASDAQ_SBUX_2018,NASDAQ,23570
NASDAQ_GNTX_2021,NASDAQ,70788
NASDAQ_ADSK_2021,NASDAQ,209723
NASDAQ_VRSK_2014,NASDAQ,37651
NASDAQ_MIK_2019,NASDAQ,22913
NASDAQ_SNPS_2019,NASDAQ,37839
NASDAQ_TROW_2016,NASDAQ,95512
NASDAQ_STX_2016,NASDAQ,137263
NASDAQ_NTGR_2018,NASDAQ,4254
NASDAQ_PANL_2020,NASDAQ,56239
NASDAQ_CONE_2019_2020,NASDAQ,141565
NASDAQ_BLDP_2019,NASDAQ,27308
NASDAQ_WETF_2019,NASDAQ,30828
NASDAQ_CSX_2019,NASDAQ,177643
NASDAQ_AER_2018,NASDAQ,11212
NASDAQ_DLGS_2013,NASDAQ,53017
NASDAQ_AMAL_2021,NASDAQ,4851
NASDAQ_PRAH_2016,NASDAQ,32869
NASDAQ_CSIQ_2018,NASDAQ,155355
NASDAQ_AAPL_2014,NASDAQ,64263
NASDAQ_ADBE_2020,NASDAQ,44945
NASDAQ_DECK_2015_2016,NASDAQ,87456
NASDAQ_JNPR_2019,NASDAQ,147417
NASDAQ_AMD_2010_2011,NASDAQ,186852
NASDAQ_CMCSA_2018,NASDAQ,80567
NASDAQ_NVDA_2018,NASDAQ,152692
NASDAQ_CAC_2019,NASDAQ,31641
NASDAQ_AAL_2009,NASDAQ,167140
NASDAQ_SIGI_2021,NASDAQ,99295
NASDAQ_FELE_2022,NASDAQ,88927
NASDAQ_KHC_2019,NASDAQ,192513
NASDAQ_ERIC_2015,NASDAQ,208986
NASDAQ_NDAQ_2018,NASDAQ,94477
NASDAQ_AMAT_2020,NASDAQ,154406
NASDAQ_INBK_2021,NASDAQ,48876
NASDAQ_MKTX_2021,NASDAQ,106139
NASDAQ_CZR_2021_2022,NASDAQ,209648
NASDAQ_TORM_2017,NASDAQ,24008
NASDAQ_SIVB_2020,NASDAQ,180094
NASDAQ_AMAT_2014,NASDAQ,31306
NASDAQ_AEGN_2006,NASDAQ,123230
NASDAQ_CEVA_2018,NASDAQ,55451
NASDAQ_CSX_2021,NASDAQ,199348
NASDAQ_LPLA_2019,NASDAQ,97701
NASDAQ_XEL_2008,NASDAQ,206022
NASDAQ_FLEX_2015,NASDAQ,54871
NASDAQ_CME_2020,NASDAQ,75766
NASDAQ_CINF_2020,NASDAQ,51930
NASDAQ_AER_2021,NASDAQ,131708
NASDAQ_SBUX_2016,NASDAQ,43241
NASDAQ_VRTX_2019,NASDAQ,35009
NASDAQ_AMRS_2020,NASDAQ,108228
NASDAQ_QCOM_2008_2009,NASDAQ,140095
NASDAQ_BPOP_2020,NASDAQ,107433
NASDAQ_ECOL_2020,NASDAQ,22536
NASDAQ_HOLX_2022,NASDAQ,6674
NASDAQ_PFG_2018,NASDAQ,119957
NASDAQ_SWIR_2021,NASDAQ,49275
NASDAQ_DLTR_2018,NASDAQ,16757
NASDAQ_CG_2020,NASDAQ,185130
NASDAQ_TSCO_2021,NASDAQ,106338
NASDAQ_CRTO_2019,NASDAQ,98324
NASDAQ_SP_2020,NASDAQ,48193
NASDAQ_SFM_2018,NASDAQ,11889
NASDAQ_MSFT_2015_2016,NASDAQ,128575
NASDAQ_CSCO_2016,NASDAQ,497327
NASDAQ_PRAH_2019,NASDAQ,71816
NASDAQ_TBK_2021,NASDAQ,67323
NASDAQ_TCOM_2020,NASDAQ,55118
NASDAQ_CSCO_2017,NASDAQ,457573
NASDAQ_CSX_2016,NASDAQ,87685
NASDAQ_TROW_2017,NASDAQ,2392
NASDAQ_PTEN_2021,NASDAQ,117279
NASDAQ_GFS_2018,NASDAQ,99486
NASDAQ_ROCK_2022,NASDAQ,83193
NASDAQ_AMGN_2017,NASDAQ,74408
NASDAQ_KLAC_2021,NASDAQ,146653
NASDAQ_LOGI_2020,NASDAQ,221532
NASDAQ_CVGW_2018,NASDAQ,49166
NASDAQ_FFBC_2019,NASDAQ,59039
NASDAQ_AMAT_2015,NASDAQ,40214
NASDAQ_SLAB_2020,NASDAQ,27979
NASDAQ_FSLR_2019,NASDAQ,79540
NASDAQ_ACGL_2021,NASDAQ,90168
NASDAQ_FSLR_2017,NASDAQ,159191
NASDAQ_QRVO_2021,NASDAQ,39726
NASDAQ_GNTX_2017,NASDAQ,38844
NASDAQ_CMCSA_2020,NASDAQ,72779
NASDAQ_NLOK_2013,NASDAQ,56330
NASDAQ_HURN_2019,NASDAQ,17676
NASDAQ_BKNG_2020,NASDAQ,92173
NASDAQ_COLM_2015,NASDAQ,61960
NASDAQ_MDLZ_2015,NASDAQ,126529
NASDAQ_OZK_2021,NASDAQ,78090
NASDAQ_SYKE_2019,NASDAQ,191268
NASDAQ_AMGN_2018,NASDAQ,83214
NASDAQ_ICFI_2014,NASDAQ,137590
NASDAQ_ISRG_2020_2021,NASDAQ,96071
NASDAQ_ADI_2014_2015,NASDAQ,146562
NASDAQ_TXN_2015,NASDAQ,208021
NASDAQ_AMGN_2012,NASDAQ,49455
NASDAQ_WBA_2018,NASDAQ,240897
NASDAQ_ADBE_2018,NASDAQ,21382
NASDAQ_HAIN_2018,NASDAQ,76479
NASDAQ_NLOK_2017,NASDAQ,63660
NASDAQ_ASML_2021,NASDAQ,4948
NASDAQ_NVDA_2019,NASDAQ,162351
NASDAQ_SCHN_2017_2018,NASDAQ,76613
NASDAQ_CSCO_2014,NASDAQ,412765
NASDAQ_STBA_2021,NASDAQ,40009
NASDAQ_BKNG_2021,NASDAQ,121347
NASDAQ_USNA_2020,NASDAQ,77545
NASDAQ_RMR_2019,NASDAQ,84688
NASDAQ_CZR_2018_2019,NASDAQ,155232
NASDAQ_INTC_2017_2018,NASDAQ,200987
NASDAQ_RAVN_2020,NASDAQ,39706
NASDAQ_FHB_2019,NASDAQ,49638
NASDAQ_MEOH_2015,NASDAQ,129807
NASDAQ_ADSK_2010_2011,NASDAQ,86925
NASDAQ_AMD_2019_2020,NASDAQ,12897
NASDAQ_ICFI_2018,NASDAQ,72214
NASDAQ_SPTN_2020,NASDAQ,10979
NASDAQ_CSCO_2008,NASDAQ,417895
NASDAQ_ADI_2021,NASDAQ,296926
NASDAQ_ICFI_2015,NASDAQ,137191
NASDAQ_WASH_2021,NASDAQ,36372
NASDAQ_MMSI_2019,NASDAQ,62840
NASDAQ_VRNT_2020,NASDAQ,65164
NASDAQ_PPC_2021,NASDAQ,18916
NASDAQ_FARM_2020,NASDAQ,38480
NASDAQ_EXPD_2018,NASDAQ,56104
NASDAQ_AMGN_2014,NASDAQ,50628
NASDAQ_MEOH_2020,NASDAQ,202637
NASDAQ_SEDG_2020,NASDAQ,108587
NASDAQ_VSAT_2021,NASDAQ,110888
NASDAQ_TSLA_2019,NASDAQ,94017
NASDAQ_SPWR_2015_2016,NASDAQ,27127
NASDAQ_AAPL_2016,NASDAQ,120734
NASDAQ_MKTX_2019,NASDAQ,54655
NASDAQ_SBLK_2018,NASDAQ,123684
NASDAQ_LPLA_2022,NASDAQ,147351
NASDAQ_GOGL_2020,NASDAQ,44128
NASDAQ_REGN_2018,NASDAQ,130395
NASDAQ_ESLT_2019_2020,NASDAQ,117046
NASDAQ_LBTYA_2020,NASDAQ,55554
NASDAQ_DLGS_2014,NASDAQ,53520
NASDAQ_CMCSA_2022,NASDAQ,93182
NASDAQ_AXON_2021,NASDAQ,64010
NASDAQ_SP_2019,NASDAQ,67993
NASDAQ_CSCO_2021,NASDAQ,232222
NASDAQ_EXPD_2020,NASDAQ,83419
NASDAQ_CBOE_2022,NASDAQ,104796
NASDAQ_GFS_2022,NASDAQ,237942
NASDAQ_CG_2019,NASDAQ,85628
NASDAQ_PENN_2020,NASDAQ,41034
NASDAQ_TORM_2016,NASDAQ,18309
NASDAQ_CAKE_2019,NASDAQ,221666
NASDAQ_NVDA_2016,NASDAQ,144265
NASDAQ_UTHR_2020,NASDAQ,98727
NASDAQ_OTEX_2020_2021,NASDAQ,115305
NASDAQ_UNFI_2017,NASDAQ,26419
NASDAQ_EPAY_2019,NASDAQ,32631
NASDAQ_PZZA_2021,NASDAQ,98368
NASDAQ_CVGW_2019,NASDAQ,60739
NASDAQ_NTGR_2020,NASDAQ,3526
NASDAQ_ERIC_2019,NASDAQ,116367
NASDAQ_DXCM_2019,NASDAQ,45920
NASDAQ_MMSI_2020,NASDAQ,91248
NASDAQ_IOSP_2009,NASDAQ,26549
NASDAQ_CAKE_2021,NASDAQ,115622
NASDAQ_AEGN_2003,NASDAQ,65599
NASDAQ_BLKB_2019,NASDAQ,46470
NASDAQ_LOGI_2021,NASDAQ,310632
NASDAQ_WWD_2020,NASDAQ,88023
NASDAQ_KDP_2020,NASDAQ,179831
NASDAQ_AAL_2011,NASDAQ,201242
NASDAQ_NSIT_2020,NASDAQ,52604
NASDAQ_INFN_2021,NASDAQ,141837
NASDAQ_PEGI_2021,NASDAQ,146254
NASDAQ_EXTR_2020,NASDAQ,48643
NASDAQ_NDAQ_2017,NASDAQ,90314
NASDAQ_TTEK_2021,NASDAQ,39413
NASDAQ_UMBF_2021,NASDAQ,70006
NASDAQ_PTC_2020_2021,NASDAQ,86710
NASDAQ_NTRS_2017,NASDAQ,63576
NASDAQ_VRTX_2018,NASDAQ,25299
NASDAQ_SSRM_2018,NASDAQ,83961
NASDAQ_RMR_2021,NASDAQ,117900
NASDAQ_ICFI_2011_2012,NASDAQ,47477
NASDAQ_IOSP_2018,NASDAQ,105899
NASDAQ_SIGI_2020,NASDAQ,62620
NASDAQ_AER_2019,NASDAQ,12929
NASDAQ_VRA_2022,NASDAQ,105212
NASDAQ_WNFM_2019,NASDAQ,21142
NASDAQ_MEOH_2013,NASDAQ,66110
NASDAQ_SPTN_2021,NASDAQ,89203
NASDAQ_XEL_2020,NASDAQ,412609
NASDAQ_GFS_2020,NASDAQ,144687
NASDAQ_KHC_2020,NASDAQ,197049
NASDAQ_GRMN_2021,NASDAQ,40412
NASDAQ_THRM_2019,NASDAQ,67886
NYSE_DPS_2018,NASDAQ,67912
NASDAQ_ADSK_2014_2015,NASDAQ,117987
NASDAQ_SG_2018,NASDAQ,16173
NASDAQ_TER_2019,NASDAQ,47588
NASDAQ_CRTO_2021,NASDAQ,222524
NASDAQ_DOO_2016_2017,NASDAQ,89385
NASDAQ_AAWW_2021,NASDAQ,146540
NASDAQ_CSCO_2018,NASDAQ,419647
NASDAQ_TORM_2020,NASDAQ,24373
NASDAQ_VEON_2016,NASDAQ,141186
NASDAQ_MEOH_2012,NASDAQ,68023
NASDAQ_QCOM_2013_2014,NASDAQ,117570
NASDAQ_SBUX_2015,NASDAQ,23895
NASDAQ_GMAB_2019,NASDAQ,37376
NASDAQ_NXPI_2018,NASDAQ,229110
NASDAQ_SAFM_2020,NASDAQ,146869
NASDAQ_THRM_2021,NASDAQ,72652
NASDAQ_EBAY_2016,NASDAQ,26157
NASDAQ_EQIX_2021,NASDAQ,60704
NASDAQ_ROST_2020_2021,NASDAQ,98029
NASDAQ_CREE_2019,NASDAQ,113562
NASDAQ_ICFI_2019,NASDAQ,90209
NASDAQ_TSLA_2020,NASDAQ,185587
NASDAQ_GNTX_2019,NASDAQ,39600
NASDAQ_COLM_2017,NASDAQ,9871
NASDAQ_DLGS_2016,NASDAQ,82657
NASDAQ_RAVN_2018,NASDAQ,19612
NASDAQ_NLOK_2015,NASDAQ,46838
NASDAQ_FFBC_2020,NASDAQ,17792
NASDAQ_TBK_2020,NASDAQ,50296
NASDAQ_FLEX_2016,NASDAQ,20762
NASDAQ_QCOM_2010_2011,NASDAQ,147268
NASDAQ_AY_2019,NASDAQ,284989
NASDAQ_BIIB_2017,NASDAQ,122889
NASDAQ_PEGI_2020,NASDAQ,112796
NASDAQ_MXIM_2019_2020,NASDAQ,99435
NASDAQ_LYFT_2022,NASDAQ,127284
NASDAQ_CCRN_2019,NASDAQ,68231
NASDAQ_AMAT_2021,NASDAQ,178561
NASDAQ_PRAH_2020,NASDAQ,189822
NASDAQ_AZPN_2020,NASDAQ,37306
NASDAQ_TSLA_2021,NASDAQ,252187
NASDAQ_AZPN_2021,NASDAQ,60698
NASDAQ_MSFT_2007,NASDAQ,15458
NASDAQ_REGN_2019,NASDAQ,156558
NASDAQ_SONO_2022,NASDAQ,70772
NASDAQ_VRSK_2016,NASDAQ,65509
NASDAQ_HA_2022,NASDAQ,69707
NASDAQ_MCHP_2020,NASDAQ,84555
NASDAQ_MEOH_2018,NASDAQ,153196
NASDAQ_EPAY_2022,NASDAQ,18487
NASDAQ_HWKN_2022,NASDAQ,36111
NASDAQ_CTXS_2020,NASDAQ,142462
NASDAQ_EXPD_2019,NASDAQ,56361
NASDAQ_AKAM_2019,NASDAQ,31560
NASDAQ_UMBF_2019,NASDAQ,40498
NASDAQ_SPTN_2019,NASDAQ,58544
NASDAQ_PYPL_2020,NASDAQ,202858
NASDAQ_ESTA_2019,NASDAQ,47542
NASDAQ_ZEAL_2020,NASDAQ,31873
NASDAQ_SBUX_2006,NASDAQ,256962
NASDAQ_NLOK_2016,NASDAQ,89683
NASDAQ_ZEAL_2018,NASDAQ,31963
NASDAQ_SBLK_2020,NASDAQ,127484
NASDAQ_CTAS_2020_2021,NASDAQ,223896
NASDAQ_TORM_2019,NASDAQ,35251
NASDAQ_KLIC_2017_2018,NASDAQ,77689
NASDAQ_AMGN_2013,NASDAQ,46978
NASDAQ_ZEAL_2015,NASDAQ,22195
NASDAQ_XLNX_2016_2017,NASDAQ,24264
NASDAQ_CBOE_2018,NASDAQ,56928
NASDAQ_SAFM_2017,NASDAQ,25100
NASDAQ_HWKN_2020_2021,NASDAQ,38909
NASDAQ_FLS_2013,NASDAQ,126784
NASDAQ_FHB_2021,NASDAQ,56555
NASDAQ_SRCL_2020,NASDAQ,118370
NASDAQ_PPC_2019,NASDAQ,14010
NASDAQ_FARM_2015,NASDAQ,39769
NASDAQ_NTRS_2020,NASDAQ,94192
NASDAQ_XEL_2013,NASDAQ,55759
NASDAQ_HSIC_2014,NASDAQ,112442
NASDAQ_FLS_2016,NASDAQ,66242
NASDAQ_DNKN_2017_2018,NASDAQ,102543
NASDAQ_XEL_2015,NASDAQ,311810
NASDAQ_CLNE_2021,NASDAQ,159766
NASDAQ_VRSK_2018,NASDAQ,100497
NASDAQ_EBAY_2021,NASDAQ,70502
NASDAQ_CPIX_2020,NASDAQ,28873
NASDAQ_SWIR_2017,NASDAQ,43758
NASDAQ_GOOG_2020,NASDAQ,165208
NASDAQ_HSIC_2013,NASDAQ,49867
NASDAQ_JBLU_2010_2011,NASDAQ,108968
NASDAQ_MSFT_2012,NASDAQ,127821
NASDAQ_COUP_2022,NASDAQ,108608
NASDAQ_RAVN_2019,NASDAQ,24847
NASDAQ_ZEAL_2021,NASDAQ,35813
NASDAQ_FLS_2021,NASDAQ,137145
NASDAQ_LOGI_2014,NASDAQ,67197
NASDAQ_MGEE_2020,NASDAQ,142333
NASDAQ_ALKS_2018_2019,NASDAQ,69704
NASDAQ_NUAN_2021,NASDAQ,72068
NASDAQ_NBIX_2020,NASDAQ,20900
NASDAQ_Z_2019_2020,NASDAQ,58027
NASDAQ_GLDD_2019,NASDAQ,19846
NASDAQ_CZR_2017_2018,NASDAQ,139518
NASDAQ_SBUX_2009,NASDAQ,39486
NASDAQ_AAL_2007,NASDAQ,97810
NASDAQ_LOGI_2013,NASDAQ,51461
NASDAQ_PTEN_2019,NASDAQ,48748
NASDAQ_ERII_2021,NASDAQ,122376
NASDAQ_XEL_2016,NASDAQ,314792
NASDAQ_EQIX_2016,NASDAQ,71571
NASDAQ_FLS_2014,NASDAQ,71316
NASDAQ_SBUX_2021,NASDAQ,159378
NASDAQ_IDXX_2018,NASDAQ,40169
NASDAQ_AEGN_2011,NASDAQ,103736
NASDAQ_UNFI_2020,NASDAQ,109291
NASDAQ_MGEE_2019,NASDAQ,96719
NASDAQ_STX_2011,NASDAQ,88119
NASDAQ_LYFT_2021,NASDAQ,197806
NASDAQ_BBBY_2021,NASDAQ,86621
NASDAQ_HOLX_2021,NASDAQ,144182
NASDAQ_LOGI_2019,NASDAQ,152799
NASDAQ_BBBY_2018,NASDAQ,93916
NASDAQ_CME_2019,NASDAQ,40006
NASDAQ_SEDG_2018,NASDAQ,68218
NASDAQ_ANSS_2020,NASDAQ,75041
NASDAQ_FLEX_2012_2013,NASDAQ,264027
NASDAQ_COUP_2021,NASDAQ,104869
NASDAQ_CSCO_2020,NASDAQ,262496
NASDAQ_SIGI_2019,NASDAQ,62620
NASDAQ_CSCO_2006,NASDAQ,190790
NASDAQ_SANM_2020,NASDAQ,62965
NASDAQ_SLAB_2019,NASDAQ,27979
NASDAQ_SIVB_2019,NASDAQ,52361
NASDAQ_SSRM_2019,NASDAQ,77389
NASDAQ_WYNN_2021,NASDAQ,151807
NASDAQ_EXAS_2020,NASDAQ,54908
NASDAQ_NCLH_2018,NASDAQ,48262
NASDAQ_CSCO_2019,NASDAQ,533692
NASDAQ_IOSP_2021,NASDAQ,170401
NASDAQ_SRCL_2017,NASDAQ,35123
NASDAQ_TER_2020,NASDAQ,64390
NASDAQ_DLTR_2022,NASDAQ,123300
NASDAQ_KE_2020,NASDAQ,46960
NASDAQ_OTTR_2021,NASDAQ,57107
NASDAQ_AAL_2018,NASDAQ,126256
NASDAQ_CREE_2021,NASDAQ,335667
NASDAQ_EXLS_2019,NASDAQ,100297
NASDAQ_COST_2020,NASDAQ,217173
NASDAQ_LOGI_2008,NASDAQ,19704
NASDAQ_CSX_2014,NASDAQ,156255
NASDAQ_HWC_2019,NASDAQ,62505
NASDAQ_MSFT_2014,NASDAQ,157987
NASDAQ_QCOM_2020_2021,NASDAQ,217810
NASDAQ_AIMC_2021,NASDAQ,70812
NASDAQ_PPC_2018,NASDAQ,162865
NASDAQ_GOOG_2022,NASDAQ,43085
NASDAQ_MEOH_2016,NASDAQ,51832
NASDAQ_SWIR_2019,NASDAQ,56550
NASDAQ_WBA_2021,NASDAQ,380242
NASDAQ_DECK_2016_2017,NASDAQ,55928
NASDAQ_IOSP_2006,NASDAQ,16670
NASDAQ_FB_2021,NASDAQ,184660
NASDAQ_CAR_2022,NASDAQ,132511
NASDAQ_CZR_2016_2017,NASDAQ,113005
NASDAQ_LPLA_2020,NASDAQ,144513
NASDAQ_GOOG_2021,NASDAQ,39275
NASDAQ_GMAB_2013,NASDAQ,21401
NASDAQ_TXN_2017,NASDAQ,47714
NASDAQ_AY_2021,NASDAQ,322348
NASDAQ_PEGI_2018,NASDAQ,115291
NASDAQ_TROW_2020,NASDAQ,107314
NASDAQ_ITRI_2020,NASDAQ,94127
NASDAQ_CINF_2019,NASDAQ,55416
NASDAQ_CZR_2014_2015,NASDAQ,177465
NASDAQ_ECOL_2019,NASDAQ,17004
NASDAQ_CNSL_2020,NASDAQ,27409
NASDAQ_SIVB_2018,NASDAQ,42220
NASDAQ_VRA_2020,NASDAQ,58983
NASDAQ_HOLX_2019,NASDAQ,79208
NASDAQ_AAL_2015,NASDAQ,102488
NASDAQ_CMCSA_2013,NASDAQ,104300
NASDAQ_KELYA_2018,NASDAQ,162719
NASDAQ_KFRC_2021,NASDAQ,33600
NASDAQ_SBUX_2005,NASDAQ,203125
NASDAQ_CSX_2020,NASDAQ,175874
NASDAQ_DIOD_2019,NASDAQ,218917
NASDAQ_BKNG_2018,NASDAQ,35674
