folder_name,perspective_taking,length,readability_fog,readability_flesch_reading_ease,readability_smog,readability_automated_readability,sentiment_polarity,sentiment_subjectivity,comparative,superlative,present,past,future,ESGBERT/EnvironmentalBERT-forest_class_0,ESGBERT/EnvironmentalBERT-forest_class_1,ESGBERT/EnvironmentalBERT-action_class_0,ESGBERT/EnvironmentalBERT-action_class_1,ESGBERT/EnvironmentalBERT-environmental_class_0,ESGBERT/EnvironmentalBERT-environmental_class_1,ESGBERT/GovernanceBERT-governance_class_0,ESGBERT/GovernanceBERT-governance_class_1,ESGBERT/SocialBERT-social_class_0,ESGBERT/SocialBERT-social_class_1,ESGBERT/EnvironmentalBERT-water_class_0,ESGBERT/EnvironmentalBERT-water_class_1,ESGBERT/EnvironmentalBERT-biodiversity_class_0,ESGBERT/EnvironmentalBERT-biodiversity_class_1
NYSE_UPS_2009,0.00293901521388573,12.351029765223913,8.98,27.72,15.4,14.1,0.10778846222220026,0.3865778377631597,197,61,2244,1251,43,0.9912493824958801,0.008750658482313156,0.5163089632987976,0.48369094729423523,0.4386610686779022,0.5613389611244202,0.8970744609832764,0.1029256135225296,0.7331029772758484,0.2668970227241516,0.9506027698516846,0.04939725995063782,0.9840601086616516,0.01593996211886406
NYSE_UNM_2011,0.0322580515088502,10.827865494592903,11.69,41.09,15.1,14.1,0.16521643354077872,0.39310204476229144,42,11,584,277,10,0.9837034940719604,0.016296474263072014,0.33136051893234253,0.6686395406723022,0.8720299601554871,0.12797009944915771,0.9433590173721313,0.05664096772670746,0.5156185030937195,0.4843815267086029,0.9762470126152039,0.023752938956022263,0.9998319745063782,0.00016805075574666262
NYSE_GS_2018,0.008048288119056717,11.63780327310248,14.24,17.07,18.3,19.5,0.0983231778981418,0.38573470288678263,75,30,1176,578,36,0.9525769352912903,0.04742304980754852,0.3853035271167755,0.6146964430809021,0.43726077675819397,0.5627391934394836,0.8530843257904053,0.14691559970378876,0.5077424645423889,0.4922575056552887,0.9382844567298889,0.0617154985666275,0.9997825622558594,0.00021746005222667009
NYSE_KEYS_2019,0.008196717952164773,11.511824859526195,14.64,15.04,20.1,21.3,0.07650351692559486,0.5329054243015291,26,24,653,463,22,0.999856173992157,0.00014380679931491613,0.6884515285491943,0.31154850125312805,0.5592240691184998,0.44077596068382263,0.7967866063117981,0.20321336388587952,0.5331751108169556,0.46682488918304443,0.9530391693115234,0.04696080833673477,0.9783809185028076,0.021619096398353577
NYSE_PRU_2016,0.04687496337893486,11.569267990508262,11.47,16.32,17.4,17.0,0.10519796778241404,0.308758719023841,60,20,934,535,20,0.9991297721862793,0.0008702549966983497,0.6582152843475342,0.3417847752571106,0.6551871299743652,0.34481287002563477,0.8528473377227783,0.14715272188186646,0.551170289516449,0.44882965087890625,0.9756612181663513,0.024338798597455025,0.9998340010643005,0.0001659500994719565
NYSE_VST_2020,0.012903223725286496,12.189851796002623,12.54,19.71,18.2,18.6,0.10624771549846856,0.3888895017020018,78,38,1865,1060,64,0.9782906770706177,0.02170925959944725,0.4379996359348297,0.5620002746582031,0.41024845838546753,0.5897515416145325,0.8871154189109802,0.11288458108901978,0.6493132710456848,0.3506866991519928,0.9313034415245056,0.06869649142026901,0.9864214658737183,0.013578498736023903
NYSE_LLY_2019,0.011453743484251676,12.361190000833247,11.89,21.13,17.3,17.4,0.11338949988824218,0.3757271248601216,184,55,2614,1259,46,0.9942275285720825,0.005772443022578955,0.303009957075119,0.6969901323318481,0.7467906475067139,0.25320929288864136,0.9035494327545166,0.09645053744316101,0.6255569458007812,0.37444305419921875,0.9284637570381165,0.07153630256652832,0.988394021987915,0.011605975218117237
NYSE_KSS_2018,0.002074688366247227,11.151840812542796,11.75,32.94,15.9,15.4,0.15706658237312165,0.39849192965678,55,12,854,403,15,0.9876765608787537,0.012323401868343353,0.3969349265098572,0.6030650734901428,0.6882582306861877,0.3117417097091675,0.8421136140823364,0.15788640081882477,0.5010800957679749,0.4989199638366699,0.9703643321990967,0.02963567152619362,0.9998258352279663,0.00017414176545571536
NYSE_ACI_2020,0.04489794085798332,10.153156182789694,14.61,27.86,17.7,17.0,0.1851975468975467,0.40588503415776117,25,4,238,156,11,0.9995875358581543,0.0004124338156543672,0.282865434885025,0.7171344757080078,0.4701599180698395,0.5298401117324829,0.742694079875946,0.25730597972869873,0.2983296811580658,0.7016702890396118,0.9844799041748047,0.01552006509155035,0.9997267723083496,0.0002733154396992177
NYSE_MTX_2018,0.016282223028192263,11.731836069994799,12.54,21.13,17.5,17.0,0.1059494676536407,0.38203492747478074,60,15,1330,679,19,0.9774810671806335,0.02251894399523735,0.5839056372642517,0.4160943925380707,0.47699037194252014,0.5230095982551575,0.916636049747467,0.08336391299962997,0.7216479778289795,0.2783520519733429,0.8728691935539246,0.12713079154491425,0.9714645743370056,0.028535472229123116
